Q28,BERT_topic_Q9,BERT_proba_Q9,BERT_topic_Q11,BERT_proba_Q11,BERT_topic_Q16,BERT_proba_Q16,BERT_topic_Q17,BERT_proba_Q17,BERT_topic_Q21,BERT_proba_Q21,BERT_topic_Q24,BERT_proba_Q24,BERT_topic_total,BERT_proba_total
71740,0.0,0.43232730019382304,0.0,0.7094702423470428,0.0,0.8938118134098276,0.0,0.8099345665060101,,,3.0,0.27783031068130176,0,0.4835527432265875
31057,1.0,0.6434661123706885,0.0,0.9643887398366118,1.0,1.0,2.0,0.5521481322127413,1.0,0.6982163686666475,0.0,0.18476120505148988,1,0.2980409586196244
64070,0.0,0.5326413934743033,0.0,0.9319418076185184,0.0,0.9837075272621997,0.0,0.3732263386597871,,,0.0,0.6779020500369889,1,1.0
1100,0.0,1.0,0.0,0.864919394884216,0.0,0.8699108893973988,0.0,0.6823363409128097,,,2.0,0.2736709294927557,2,0.43899730389232067
97947,2.0,1.0,0.0,0.896970114428515,0.0,1.0,1.0,1.0,,,0.0,0.7846007966449964,0,0.583291857523797
56454,3.0,0.26346354678834355,0.0,0.821594796293092,0.0,0.867660281500354,0.0,0.02656881482968074,,,0.0,0.5456918117506738,0,0.3245010770733333
23765,0.0,0.7478317800527763,0.0,0.8597071613408381,0.0,0.8736912341343954,0.0,0.5015253565227537,,,0.0,0.6908886776753731,2,1.0
43642,0.0,0.5919215567073859,0.0,1.0,0.0,0.924463114166637,2.0,0.7691621338814558,,,0.0,1.0,2,0.41205114011798677
8530,1.0,0.7989631869347597,0.0,0.8896720706096746,0.0,0.9580955299046705,2.0,0.37451964427818396,,,1.0,0.31696485163234916,0,0.4091180899187341
78138,4.0,1.0,0.0,0.9863173839410224,1.0,1.0,0.0,0.3874247739653535,,,,,1,0.30049674321501313
60426,0.0,1.0,,,,,,,,,,,1,0.400301772107208
74932,0.0,1.0,0.0,0.9289668980320973,0.0,1.0,0.0,0.3365501874803533,,,1.0,1.0,0,0.601730880530462
15890,1.0,1.0,0.0,0.8278906656035564,0.0,0.7547593892035944,2.0,0.553691288053329,,,3.0,1.0,0,0.2789997636007822
37523,1.0,1.0,0.0,1.0,0.0,0.7614834992682947,0.0,0.5274543520434758,1.0,0.47283985216400065,2.0,1.0,1,0.47020370956190094
64139,0.0,1.0,0.0,1.0,0.0,0.8736396622279112,0.0,0.8004833636122879,0.0,0.6910840065368992,0.0,0.748165670849795,2,0.41880427619799776
85671,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5050133586897925,,,1.0,0.8744256209610873,0,1.0
89611,1.0,1.0,0.0,1.0,,,0.0,0.505407924695341,,,,,1,0.3239340234589145
81393,0.0,0.6844299271575536,0.0,0.9446902986604084,0.0,1.0,0.0,0.8182603123948465,,,,,1,0.3507587128410026
85364,1.0,0.10754467635091529,0.0,1.0,0.0,0.7961349167524202,0.0,0.6355239383009637,,,0.0,0.7288714785921743,2,0.2624761712075564
21692,2.0,1.0,,,0.0,0.9347441642236519,0.0,1.0,,,,,0,0.7898851963310914
90510,0.0,0.3034217000023979,0.0,1.0,1.0,1.0,0.0,0.5691759733145579,,,0.0,1.0,2,0.32913861378455145
25939,0.0,0.7000515001717478,0.0,0.8041290466201148,0.0,0.6006422783648768,1.0,0.47176186426756017,,,1.0,0.32952332095502407,1,0.4522795913117819
49197,3.0,0.6070626638747878,0.0,0.7953258573194306,0.0,0.4862561106790603,1.0,0.7375382675438389,,,,,2,1.0
83991,4.0,0.7997360509977559,0.0,0.8590389629935403,0.0,0.7758844396046767,1.0,0.34927093009418697,1.0,0.6034346021123977,0.0,0.5680711205946486,2,0.2038528837536524
69887,0.0,0.5787574051821578,0.0,0.8388450407381597,0.0,0.886172729217913,1.0,1.0,,,0.0,0.17906255077534858,1,0.7455447940128123
29376,3.0,0.20738350140570255,0.0,0.8668047828935846,0.0,1.0,1.0,0.3966402463745153,,,,,0,0.497464866702406
31089,0.0,0.5888700993143868,0.0,0.9043240376677479,0.0,0.8382722594142247,0.0,0.2995065121981918,,,2.0,1.0,1,0.293121407571318
86853,1.0,0.9133960959853631,0.0,0.8438138502846948,0.0,0.8208515505504708,1.0,0.5228521971663256,0.0,0.4963454645128241,2.0,0.32251340402557505,1,0.30839940698098317
65889,2.0,0.2177002284813319,0.0,0.957712755706353,0.0,0.8824661705047391,0.0,1.0,,,0.0,0.37481854745747006,0,0.8692824710205419
20634,3.0,0.8181503531957816,0.0,0.6158832022889055,0.0,0.598030167616064,1.0,0.3298068895453821,,,3.0,1.0,1,0.7495752844962517
77497,0.0,1.0,0.0,0.8905498136294812,0.0,1.0,0.0,0.7472438074833552,0.0,1.0,0.0,0.32344522412471755,1,0.5550061394072544
51342,0.0,0.36530480665468656,0.0,0.9639012466463022,0.0,1.0,0.0,1.0,,,1.0,0.7809176222847096,0,0.26737229478656804
47829,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5652250923515751,,,0.0,0.6855793985522641,0,0.42317999749438195
87006,0.0,1.0,0.0,0.9165490247251425,0.0,0.6105869861856827,0.0,0.810161344376042,,,,,2,0.49022524222271624
59334,0.0,0.7132521958890972,0.0,0.8971531648186633,0.0,0.852063285267457,2.0,1.0,0.0,1.0,0.0,0.31225815253807987,2,0.2906348690122242
12329,0.0,0.36097242264784696,0.0,0.9017064850530256,0.0,0.7819710540541973,1.0,0.8049008003645458,,,0.0,0.8275249449405988,2,1.0
11788,2.0,1.0,0.0,1.0,0.0,0.9312707229785846,1.0,0.694286308591057,,,0.0,0.6508463352532206,0,0.4851964487892768
90125,1.0,0.7355234583247243,0.0,1.0,0.0,0.862077001970353,0.0,0.8619078477695707,,,0.0,1.0,0,0.2612941328917322
18995,0.0,0.3251611706439193,0.0,0.7840051933945087,0.0,0.8830641359579043,,,,,1.0,0.3504368882894958,1,0.4027504829470896
7657,,,0.0,0.884047134233032,0.0,0.6208457053495042,0.0,0.3712003392658273,,,1.0,0.27850124580510865,1,0.6789348571838798
53241,4.0,0.24297536811071588,0.0,0.9043584599530528,0.0,0.8370134217176456,0.0,1.0,,,0.0,0.7149567853213453,2,0.30328073541561623
38440,4.0,0.15890961031687387,0.0,0.8965677611469092,0.0,0.9490117117731678,0.0,0.38627215800827097,,,2.0,0.4196541624824272,1,0.43888748243584885
94721,0.0,0.4301665230732275,0.0,0.8370705548219313,0.0,0.8309425829652205,0.0,0.727946509572744,0.0,0.6023246066696065,0.0,0.2063536449821158,1,0.4037131584420601
47662,0.0,1.0,0.0,1.0,0.0,0.8644610904416273,0.0,1.0,,,0.0,0.7419924126452361,2,0.4787762272206919
89967,1.0,1.0,0.0,0.8926594926869336,0.0,1.0,1.0,1.0,,,0.0,1.0,2,0.3873299590316224
53762,1.0,1.0,0.0,0.8887758379568582,0.0,0.8148516748509224,0.0,0.47443739027156034,0.0,0.8083401061432035,3.0,1.0,1,0.3935511858449319
6516,0.0,0.1295909263037078,0.0,0.7690007136596507,0.0,0.6634699977035678,0.0,1.0,,,0.0,0.5956942332331052,2,0.5705750556692257
47752,3.0,0.43123506221836666,0.0,0.7774626035835138,0.0,0.8603005586419916,0.0,0.5857978019138008,,,0.0,0.9097878761986095,2,0.2805229272700862
61878,3.0,0.3779105817503185,0.0,0.8111681012665838,0.0,0.9350760288516189,1.0,0.30076049241223884,,,0.0,0.754801936167826,0,0.37026518459855823
58694,0.0,0.8116876764363705,0.0,0.8023003921658235,0.0,1.0,0.0,0.7026152654468044,0.0,0.6330471842465454,0.0,0.25977710797077064,1,0.3746304346449489
25310,3.0,0.3425706476251595,0.0,0.9407620973759332,0.0,0.7903158590128755,1.0,0.8118967360178078,,,,,2,0.5041309708576358
15283,0.0,0.7605478784389472,0.0,1.0,0.0,0.9035181992980718,0.0,0.828998828913335,,,0.0,0.5941003359787017,2,0.5837454595156004
52549,0.0,0.6255156127963977,0.0,0.767235649051504,0.0,0.6829647496312299,0.0,0.6872780181028746,,,1.0,0.2833813111860946,1,0.6661316729202706
30046,0.0,0.24597742457284327,1.0,1.0,0.0,0.920441479611411,0.0,0.5089372301018789,,,1.0,1.0,0,0.31953465354921423
88995,0.0,1.0,0.0,0.9338575431280166,1.0,1.0,1.0,0.754598776798517,,,,,1,0.3550261070459114
81583,3.0,0.7288620888960565,0.0,0.8821899394479878,0.0,0.8698626704864076,1.0,0.859530423716974,1.0,0.5218539038743566,0.0,0.1764667309908724,0,0.4193941509791778
27739,0.0,0.5468706106103669,0.0,0.8473528478470387,0.0,0.9381135561542935,1.0,0.3645614145895883,,,,,0,0.30419432726775025
33509,3.0,0.4695421833553598,0.0,1.0,0.0,0.7773764562923686,0.0,0.7267195201130154,,,0.0,1.0,2,0.6774531984575319
11715,2.0,0.44620707826389183,0.0,0.9270155844251355,0.0,0.8891403839598231,0.0,0.5220470459836777,,,,,1,0.44333826648704433
35465,0.0,0.7734636243879172,0.0,1.0,0.0,0.8095589569927909,0.0,0.6779916078783095,1.0,1.0,3.0,0.2012141697883687,1,0.3211763775242211
43440,0.0,0.375071461855706,1.0,0.9497418066578486,0.0,0.9680051179103084,0.0,0.6364481183327536,,,0.0,0.592674707296331,0,0.6706258253696651
78861,0.0,0.2892058980318865,0.0,0.910079736770978,0.0,1.0,0.0,1.0,,,0.0,0.5687408786987288,0,0.45593980701811637
37675,0.0,1.0,1.0,0.7857617364103878,0.0,0.6078145247277906,0.0,0.8156687417023467,,,2.0,0.7773144841618008,2,0.31131201161730465
24701,0.0,0.8454196926828697,,,0.0,1.0,1.0,0.2973547543469102,1.0,0.7281409562611838,0.0,0.5304998969219857,0,0.7592793012285132
26576,2.0,1.0,0.0,0.8762807455756719,0.0,0.839717782500473,2.0,0.286474620093191,,,0.0,0.67595568445154,0,0.2648621390674505
49510,1.0,0.16217511977446478,0.0,0.8742042743651772,0.0,0.8676527204145847,1.0,0.4159180419745953,,,2.0,0.49316462963855495,1,0.401405442039287
47557,0.0,1.0,0.0,0.8786785450658308,0.0,1.0,0.0,0.4055090050525724,1.0,1.0,3.0,1.0,1,0.5655298907230162
88764,0.0,0.8620917582752862,0.0,0.829866201775162,,,1.0,0.2929139291918663,1.0,0.479915442553588,1.0,1.0,1,0.43620399449035385
35206,0.0,1.0,0.0,0.8881853069815514,0.0,1.0,2.0,0.3806493719258773,,,0.0,1.0,1,0.37471307506613616
94404,0.0,1.0,0.0,0.9136554290115717,0.0,1.0,0.0,1.0,,,3.0,0.25262536284635645,2,0.5538275723417395
86659,0.0,0.6896041223772778,,,,,,,,,,,2,0.488439102149166
47550,0.0,0.5215249792947099,0.0,0.8345014352211901,0.0,1.0,2.0,0.3227231484206624,,,,,1,0.5757470254497291
87762,0.0,0.4638291957914427,,,,,,,,,,,1,0.5990802407366909
27888,1.0,0.7270316530972044,0.0,1.0,,,,,,,3.0,0.9831762262710904,0,0.38585399114088353
88696,0.0,0.46298733208424847,0.0,0.9338554016333214,,,,,,,,,2,0.3270993715683075
48462,3.0,0.2426303838560236,,,,,,,,,,,2,0.38581985995973483
48931,1.0,0.6867046371919613,,,0.0,1.0,0.0,0.026434689050372568,,,,,0,0.19296121894101334
54688,4.0,1.0,0.0,0.8127607736019523,0.0,0.6220758048082657,0.0,0.02661226732975697,,,2.0,0.5807957050607412,1,0.3262719629510304
53865,3.0,1.0,0.0,0.8625390057101564,0.0,0.9492353352069259,0.0,0.5967075124685488,,,,,0,0.278573572965968
13528,3.0,1.0,0.0,1.0,0.0,0.6932479703612063,0.0,1.0,0.0,0.6429352050727618,0.0,0.8540415124949614,2,1.0
29595,2.0,0.6443223806134827,0.0,0.9014453230800928,0.0,0.6654312737526986,2.0,0.3132860385033642,,,1.0,0.2977602860718361,1,1.0
98721,4.0,1.0,0.0,0.8570183410576595,0.0,0.7168043239132597,0.0,0.5736676054872787,,,1.0,0.5101261942867633,1,0.2927596272856443
74625,3.0,0.7931648676116521,1.0,1.0,0.0,1.0,0.0,0.31636103987856934,,,2.0,0.848899255887162,0,0.27987060752180193
38909,0.0,0.1116223262184003,0.0,0.9708935290476362,0.0,0.8376430600566005,2.0,0.3777514508627811,,,0.0,1.0,1,0.33444180740591395
77399,1.0,0.5709925411528294,0.0,1.0,0.0,0.9190684666116038,0.0,0.8952221591734574,1.0,1.0,0.0,1.0,2,0.3904237735543712
78434,0.0,0.3188504507305221,0.0,1.0,0.0,1.0,1.0,0.45509378937200134,,,0.0,0.4500982540972986,2,0.5310532616482617
2404,0.0,0.8662047076139952,0.0,0.8896010268920618,,,0.0,0.8257905601551554,1.0,1.0,,,1,0.2639937301800639
15560,1.0,0.6695804641484501,0.0,0.9359106270082678,,,,,1.0,0.5348200609962126,2.0,0.30181754768088337,1,0.28885795781520635
65390,0.0,0.719334383123508,0.0,0.9580471802400706,,,,,,,,,1,0.33908976000200575
93174,0.0,1.0,0.0,0.8647890959499694,,,,,,,,,1,0.34398050965699234
86755,1.0,0.7835434209148994,0.0,0.9838319006581451,0.0,0.8942449730684544,0.0,0.3997550495390045,0.0,0.4405416348501646,0.0,0.30742760228283145,2,0.3265882414930002
90919,3.0,0.751177742697053,0.0,0.7130124667947599,0.0,1.0,2.0,0.3053655132749689,,,2.0,1.0,1,0.3347900977280462
99272,0.0,0.5129491239720111,0.0,0.9088621281863681,0.0,0.8663200502738145,0.0,0.381139327866807,,,2.0,0.42292059979707064,1,0.46203634805782845
10798,1.0,0.45427572952042816,0.0,1.0,0.0,0.7793694795141325,0.0,0.465898060677772,1.0,1.0,1.0,0.350621903253677,1,1.0
33374,0.0,0.6383557851139325,0.0,0.8297008165253406,,,0.0,1.0,,,0.0,1.0,1,0.5901058847366297
40992,1.0,1.0,0.0,0.8147759137017512,,,,,,,,,0,0.3967990831613951
61090,1.0,0.6133915873222342,0.0,0.8848150837500458,0.0,0.9318976832949112,0.0,1.0,1.0,0.47278723581391296,0.0,0.5571595666318694,0,0.4369558637622227
61115,0.0,0.6225159766132119,0.0,1.0,0.0,0.8236712049894717,0.0,0.2899063700848176,,,2.0,1.0,1,0.3865004430898034
9111,1.0,1.0,0.0,0.7548255417097154,0.0,0.9056980554994764,2.0,0.3095037714575234,,,0.0,0.44347596118594557,0,0.27554317926652877
26844,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.39044271229970845,,,0.0,0.7224932068827431,0,0.38832026097806266
3285,1.0,0.7941751403362565,,,0.0,0.7972562890431214,0.0,1.0,,,1.0,0.31214824854999745,0,0.4615862430913015
87230,0.0,0.25315200147658506,0.0,0.9319490564533095,0.0,0.7813098020085819,0.0,0.026407821124180348,,,2.0,0.5351904135167951,2,0.29724118486981865
15564,1.0,0.13052230181493094,0.0,0.8772393383360997,0.0,0.8792110225510368,0.0,0.676574238475228,,,0.0,1.0,2,0.8106325989107841
33382,2.0,0.4337027458026093,0.0,0.9040786104793063,0.0,0.7573558104537571,0.0,0.37320132721086463,1.0,0.4670543658678252,0.0,0.22631564806249363,0,0.36819594050052284
44096,3.0,0.20634124328849374,0.0,1.0,0.0,0.822689722656201,0.0,0.30316265553169996,0.0,1.0,0.0,0.200402553390968,1,0.5005766002972898
16641,3.0,0.31844508898130913,0.0,0.873696827509555,0.0,0.9624323410288703,0.0,0.350869282369963,1.0,0.46934848440599336,1.0,0.4347349848234518,1,1.0
65543,3.0,1.0,0.0,0.8548959186971073,0.0,1.0,0.0,0.5561383793773511,,,2.0,0.35359225706939973,0,0.24686642139379825
49909,3.0,0.4228646643045905,0.0,0.9874136242679231,1.0,1.0,2.0,0.25914198424163964,,,,,1,0.43516937852461457
19947,0.0,0.2553845592056432,0.0,1.0,0.0,1.0,2.0,0.6154071140361336,,,2.0,0.4308436894823647,1,0.4072202941777413
7472,0.0,0.12030837651038993,0.0,1.0,0.0,1.0,0.0,0.2657300943979622,,,,,2,0.7136902552400447
52436,1.0,0.6288723977003566,0.0,0.5933973590447993,0.0,0.5569288568273814,2.0,0.3945595915445534,,,2.0,1.0,1,0.3811239705266571
58869,4.0,1.0,,,,,,,,,,,1,0.008563415711180975
49929,0.0,1.0,0.0,0.8548116338673183,0.0,0.9266839509805336,1.0,1.0,,,0.0,0.768692064673417,2,0.6369343525684403
1875,0.0,0.6726763858852021,0.0,0.8951344267386135,0.0,0.7889181659625745,0.0,0.5073244606241397,,,1.0,0.23999141847415228,2,0.3666995482897383
50466,4.0,0.317317243381939,,,0.0,0.9644785209923638,,,,,1.0,1.0,0,0.6765966546837393
15883,0.0,0.5819864711622191,0.0,0.8449146767294679,0.0,0.9483283428715473,,,,,0.0,0.6422016018987132,2,0.3108476716812273
54034,4.0,0.37294849902861815,0.0,0.790942883622249,1.0,0.8904207238802402,0.0,0.5038684006473232,1.0,0.427114398373122,2.0,1.0,1,1.0
14937,1.0,0.16409835577275045,,,0.0,0.9673146945976514,,,,,,,0,0.38702448390288524
76716,0.0,0.41728941834268657,0.0,0.860099158558107,0.0,0.8227870723320754,0.0,1.0,,,,,1,0.3900646816682648
30861,1.0,1.0,0.0,0.958500566843811,0.0,0.8955638468758109,0.0,1.0,,,1.0,0.5753311125214251,0,1.0
68671,4.0,1.0,0.0,0.889105080716273,0.0,0.9802997061757226,2.0,0.36059160409691504,,,1.0,0.5387547148955133,0,0.419736500475069
97584,2.0,0.7354814919830949,0.0,0.8626351830137142,0.0,0.9309629522918512,,,,,,,0,1.0
94251,0.0,0.7155017573597314,0.0,1.0,0.0,0.9460040487849322,0.0,0.278693147694854,,,1.0,0.6581623522592563,2,0.3284944687765218
13822,1.0,1.0,0.0,0.8358791654112414,0.0,0.9387794365234241,2.0,0.537043251862875,,,0.0,0.7007547183897468,0,0.38131626461044715
95275,3.0,0.7644748874994728,0.0,0.8449123455533304,0.0,0.8977373070372071,1.0,0.6201685841404457,,,0.0,1.0,2,0.624211495809174
18964,0.0,0.9789486566320305,0.0,0.8156980390401403,0.0,0.7453112107639902,0.0,0.548790405664789,,,,,1,0.48239864306203667
85558,0.0,1.0,1.0,1.0,0.0,0.7448179632528487,,,,,,,2,0.3081207561314531
6778,0.0,1.0,0.0,0.8521624801830829,0.0,0.9124708381878779,0.0,0.026511691946327836,,,1.0,0.47244570448645395,0,0.6010446910001603
35436,0.0,0.6747006474520293,0.0,1.0,0.0,0.9309196927741984,1.0,0.48923324868184503,1.0,1.0,2.0,0.26212282958969296,1,1.0
93823,2.0,1.0,0.0,1.0,,,,,,,,,0,0.6745237962019344
36319,3.0,1.0,0.0,0.9729515885314256,0.0,0.8056617172736904,1.0,1.0,0.0,1.0,3.0,1.0,2,0.6743664711811931
5113,0.0,0.5616114931060759,0.0,0.9589306231246661,0.0,1.0,0.0,0.33025199818683393,,,1.0,1.0,2,0.26618467328999956
44495,0.0,1.0,0.0,0.7537849568631962,0.0,0.586398112605056,1.0,0.486862180510649,,,1.0,0.5209520185582992,0,0.8092945480698036
18010,0.0,0.4914291488812875,0.0,1.0,0.0,1.0,0.0,0.7157401755049697,,,,,2,0.5583891020353005
43453,0.0,1.0,0.0,1.0,0.0,0.9139831160445528,1.0,0.8835483838099558,1.0,0.5165370254024991,3.0,1.0,2,0.45359669504198735
92017,1.0,0.6550032424955392,0.0,1.0,0.0,0.8710164138032843,0.0,1.0,1.0,1.0,0.0,0.35148351780463366,0,0.43624155158747485
30995,1.0,0.12319565187418977,0.0,0.837183092945348,0.0,0.7777041445002325,2.0,0.32256829764943656,1.0,0.6496066062885407,0.0,0.2585684300335784,1,0.38685655912825784
25402,1.0,0.15243342227662646,0.0,0.9508921616363093,0.0,0.6284733539871583,0.0,1.0,0.0,0.4258456819430966,3.0,1.0,2,0.2870168287496674
96086,0.0,0.648574104112362,0.0,0.8768208182251228,0.0,0.7333197808085797,1.0,1.0,0.0,1.0,0.0,1.0,2,0.3690172364827539
42403,0.0,0.7643288799158862,0.0,0.943653185400698,0.0,0.6037942641161618,2.0,0.6421607198185681,,,1.0,0.33598989139531416,1,0.5333082215550798
56104,0.0,0.44667680232715024,0.0,0.9002861866644097,0.0,0.6235082029835753,0.0,0.3912000994180365,,,2.0,0.4601859464686447,2,0.2965483330801625
93303,0.0,0.7056987151636903,0.0,0.885720824374798,0.0,0.7607739526277992,2.0,0.2706997267057019,0.0,0.6044134476660149,2.0,0.46922846295386145,1,0.5672488822665359
3136,0.0,0.7771616236757706,1.0,1.0,1.0,1.0,0.0,0.32495349032013265,,,3.0,1.0,1,0.4011350516573916
