case_id,BERT_topic_1. Summary of the impact,BERT_proba_1. Summary of the impact,BERT_topic_2. Underpinning research,BERT_proba_2. Underpinning research,BERT_topic_4. Details of the impact,BERT_proba_4. Details of the impact
176d8575-398b-4ae2-8bdf-ac0e12c79021,40,0.09384395158700355,5,0.37940061956024923,46,0.11332395158593449
6f279a0d-d2f4-49c7-83f1-3c245f25efdc,-1,0.04325259012654912,-1,0.08393362171379333,5,0.054297423626353924
67fc5803-a446-4f9a-802a-01c4bd11d3ec,-1,0.04259224846188682,48,0.478829173342485,-1,0.023952192260791993
00012743-f42d-4f84-85cb-50340db92428,4,0.2550833769247922,2,0.6300966905077519,2,0.21883747151264188
a210df71-70c3-4a6e-93b4-4320437e3ece,0,0.3933775997975636,0,0.2058417014022684,0,0.23708790879843777
d87b067b-405a-4de2-9628-43c634c31070,1,0.21609578536929638,-1,0.2000272624486726,-1,0.016084891621616727
ab0b8736-a30c-4aa6-82d9-82a7acb58648,-1,0.044430440318287676,0,1.0,0,0.08394963593242895
9bdfb437-22f1-4134-9104-aca3e007fde3,6,0.08327855262102377,1,0.17316976064285927,38,1.0
4eec3a35-0a47-4c02-90e5-b62e7da95141,14,0.2693911611367947,-1,0.02437889591727584,-1,0.05849160867800196
492e40e6-a66a-4096-b64e-151011977692,60,1.0,34,0.5792821749246054,1,0.11410042577458249
32ef336d-b633-4d71-8398-a7ee3b99d519,31,0.13209792375271154,-1,0.00813490493862263,48,1.0
2885972f-52e8-4fd9-ad48-bfa7ff48def9,31,0.1761832335348873,-1,0.056130840926896165,48,1.0
dca41c27-21d3-4932-bb72-cb43a89ea9b1,-1,0.029281261510318898,-1,0.03631312213813761,15,0.04954841207454128
0a5b643c-665d-4ff7-831c-e4251c624cca,-1,0.018153402389211624,4,0.0493975594495513,9,0.3449715939913622
e13294bb-f3b7-45e6-9718-8fce8e16bd03,-1,0.044364498314147835,7,0.042720800872201,8,1.0
acf019c7-b442-4f20-8072-5dd0b4a32dc5,16,0.12403735198409341,9,0.39492734901879556,21,0.1264081660225671
547c0426-db7d-4c91-91bf-e7420ae5a181,6,0.08248456082587086,1,0.3554572801766523,-1,0.05819756061197978
221aea2e-7d38-4f62-8f1e-2645cc139d4c,14,0.13562792253511924,13,0.3119385657309287,14,0.049597332534356345
0b0d8ef0-3ce1-4ab5-90d5-bf76b08a5777,46,0.14209091468583576,-1,0.008473445287422167,-1,0.012688185417645461
52a42e12-dd1f-4728-9539-81c9acbb057f,6,0.13628180711707805,1,0.06786185511232613,-1,0.0582571910703033
d598b7e0-2833-471b-aa96-2ee84d8e5e80,13,0.46549143070814136,11,1.0,12,0.40714798103630967
8446d661-8c01-443c-8d98-67d1ab2309f8,12,0.01404386270491434,-1,0.005259305839976324,11,0.1553629361316406
7d9b7b53-1e72-4514-8fba-8189e500f85c,8,0.0285841450800883,-1,0.007563859534739808,13,0.018870255722154353
480666df-f7af-46e0-b650-7386e0ef0762,-1,0.042217497878750725,-1,0.05696831867389483,-1,0.009073206706229754
bca4dacf-8633-4f45-bb31-1ab65b65cfd6,13,0.06094450544172,30,0.2798411729963737,-1,0.008020603672914527
94c69c5d-cb2d-4887-97d3-a9cb4c6ba5e0,-1,0.06391566085363719,9,0.02777340828426882,21,0.09878777275969611
8ace7d86-9add-45ab-bd56-3f11f88ae2c7,2,0.03864532455634156,49,1.0,6,1.0
d03b0656-1392-43d9-ad68-996cf919e893,11,0.038392863193106,50,0.10651454198785963,-1,0.10085277268873961
09fb579d-8c02-430e-bf90-20d4464bd694,-1,0.040016371975918494,-1,0.04404016652799367,9,1.0
b63b762b-6b4b-4c1a-9cc5-0177be28a35b,6,1.0,-1,0.013241415539041535,-1,0.061579249023409055
b447512a-c5f7-4a50-b779-d8f2951f59af,0,1.0,0,1.0,0,0.11881262031213802
542e76f9-6242-4b3e-ac9c-0335cf65c01f,18,0.37719714069447086,-1,0.027503482521381534,41,0.4580899074419865
71222532-5346-425f-8588-566ed07d8897,-1,0.0481859205189141,-1,0.02085823407160275,-1,0.03679622913557718
441ba9b5-6524-486f-9bff-d99a595f095f,-1,0.030202134491564375,-1,0.03377785458041615,-1,0.08515764025903276
ed505edf-aca3-478a-9279-477d22edb193,-1,0.02075929960306991,-1,0.06530683006832327,-1,0.03223819042247146
2ac3a540-e67a-4efc-8e63-90e5df01d14c,-1,0.019270050735037205,2,0.3154366604635662,2,0.16637887330529452
a25af221-0172-4f08-a237-4c38d3a36722,7,0.10526361898938262,-1,0.015005102322400134,-1,0.008904573449636528
8ac1ad2c-582c-40b8-ad2c-8c3b1eae4a26,3,0.07792320502515025,-1,0.0518050608433247,35,1.0
5bee68c5-b7fe-4499-8bb6-8337d638f041,59,1.0,9,0.05289291976349987,-1,0.012015301219777261
ae47b520-15e0-4c9f-bc4b-83c82846d781,0,0.10215338510887938,-1,0.06586092628125377,0,0.10963772035502009
d83933ab-94cc-4ecc-bb15-ce8b060fb925,-1,0.06360374582221492,0,1.0,0,0.5592359415860879
d625f8ae-47e3-46c2-9034-d7322edd7dc8,-1,0.05544463652831652,0,0.7598768919262888,0,0.6806344610051995
95d45541-e934-43ac-b088-917bf5fc822b,-1,0.012630696486547575,-1,0.005541133971242479,-1,0.001792450201847246
0c00c5c0-748f-4904-a30e-9b298efa8180,53,0.10775777420441435,-1,0.10871148985012995,-1,0.029230459128307962
2b067ecd-a947-4494-b075-7d0bbc737d6e,0,0.28619454282583046,0,0.47004961735688244,0,0.516785804103774
0a9f686a-5911-409d-b279-68fb4fd9b984,35,1.0,5,1.0,46,1.0
205008ec-6d2e-4246-9719-b5086cf4affa,33,0.12751952052458013,53,1.0,26,0.32168290777477637
84735840-b03c-4310-885b-222196dcb401,6,1.0,-1,0.022703379364672715,16,0.026607708440202056
b862d945-df48-44f8-87c7-0b2f9802b5ef,2,1.0,10,0.2784694832116429,6,1.0
0359fa2f-bf14-472f-8ddb-f026bf602745,-1,0.009296167728070045,26,0.0789671183360429,-1,0.05115341082025591
b0b695da-b7b7-4b8c-8c8f-57c5ee5a5e5d,-1,0.021289059839678787,-1,0.07476272955706802,39,0.1397139193360681
4a475656-c641-4f5f-9227-812bd75c8bb2,-1,0.07529973231162428,12,0.0917396941573909,9,0.30692979391693553
e39e501a-2da7-41df-884a-b7e949f020d2,15,0.21669829304305094,11,0.21054842445871694,34,0.05884154117133785
e257a74b-f88e-406d-8abe-66bbb11d2daf,-1,0.05566906644287651,7,0.023776488008656716,9,0.03582687297195668
1ccec531-e298-4e55-9640-4c8f1237d673,6,0.15105057077632705,1,0.23759607975699837,-1,0.11114619307055015
39439e88-bc86-4be5-bdbe-0d9ced1e96e3,19,0.36507101641877177,3,0.07422994933439411,-1,0.017606751355348456
23ec0e2b-437d-4110-b6b5-1f2bd511710f,15,0.02666258399035557,43,0.15887608265894068,-1,0.023413827855972884
903261ed-6c39-4976-be4c-2d73f1454fa6,30,0.3117045077747499,22,1.0,37,0.050481870660236336
18489c39-f492-4c91-bb7e-a86ed0597800,0,0.2865410840069893,0,1.0,0,0.181592030884577
5c0a6d23-6451-45ba-9f90-32503f09f824,-1,0.013147590290665449,-1,0.15389156621489938,-1,0.02123081011030007
eef78d31-d466-45b6-8661-75ee67319d2e,-1,0.04600674780126751,1,1.0,-1,0.04157452063129442
e1379459-727c-4a04-8c7b-c8236feca1b3,0,0.17546340938843089,0,0.25086178998267844,0,0.21206189276144932
24fea85a-c9c2-47dc-add1-181e06d02098,17,1.0,17,1.0,-1,0.023425473520305325
fc5a0383-5596-4d16-b255-302ef2d3706c,6,0.1600619691663265,1,0.10176551148942915,67,1.0
a9954760-b02a-491a-a024-7ebdc7d3134d,-1,0.013696297749257244,-1,0.01148508425022757,-1,0.02424687706907732
75fc426d-5585-40c3-ba60-621598d339bc,-1,0.07699672455011186,12,0.06762000988856323,9,0.12735754137861927
a623f49a-a090-4916-a6c6-864f2303fac6,37,0.07046060368592691,52,0.29383837779149696,-1,0.0040847545410042955
f8baf068-381c-4b0c-a79c-df49f0cc49c7,33,0.3653336784462048,5,0.36853833008601705,-1,0.030847063073996196
aa6867fc-3f98-4390-90fe-87194117f25f,23,0.20923894782565602,-1,0.0611664990441271,-1,0.03208940400191937
f20bc85f-ccc3-4e9b-aede-bd930a0ea335,-1,0.013380578944632134,-1,0.1509345467495247,-1,0.04890070044729214
ec619079-bd1b-4baa-93bf-cd62c41455bb,49,1.0,31,1.0,60,1.0
95fb8a74-9057-4bc9-8b64-29b474a04e22,0,0.33771868268042404,0,1.0,0,0.5430093157110599
e1d084e9-d73e-49bb-8182-8e456efc92ae,11,0.09866042895495819,14,0.2910756347516845,-1,0.367675262090083
38946c34-cbda-40af-99ab-6a5877ff63ac,-1,0.025505634870014938,-1,0.032235943074734194,45,0.08510062713773012
0b2e93a7-75cb-429c-8b51-48d14200ce97,-1,0.09266485372143522,46,1.0,-1,0.051730668318771204
fd081a2c-f8e0-4852-88b4-dff233e88348,15,0.031136175201678853,-1,0.012460748109735333,34,0.08923942229234982
d3101cee-b7e9-4766-9e27-c29bd2514188,15,1.0,-1,0.0037699438134689376,4,0.0778924810182725
2228f191-f860-40c6-84be-1b413afd6fbe,11,0.04549495123921469,15,0.3467372433540111,64,0.44651146550308946
dd684804-ec82-4f81-bd82-e1ab0868d060,41,1.0,1,0.2579883026252245,28,0.07011931357900038
8b838f91-6942-4be3-b332-9335c621ecaf,51,1.0,26,1.0,42,0.7214693530006108
db607026-4ab6-4cad-a14c-9b78b95b6f56,45,1.0,-1,0.07802577206680383,51,0.2794245108068499
0b76321a-896f-4a4a-8233-1ce3282238c2,14,0.009433333989014444,-1,0.10522887161249839,56,0.14670300077836895
3d1facd9-1385-411c-ac38-d928d2680549,-1,0.08139420775081328,5,0.19170172467488342,46,1.0
40cca831-719a-422a-946e-a50bc5825923,-1,0.006816544760242637,-1,0.006388815426032877,-1,0.023149391920545586
01daa501-bb7b-45ba-9156-2c02b8b59294,-1,0.009827196400164176,-1,0.07868724854275765,10,1.0
ac3803fe-3946-4054-bd67-cc02b705711e,10,1.0,35,1.0,36,1.0
b3205bd3-aa18-42c3-95c1-e55562aea241,3,0.16761856240735623,-1,0.11160687771003072,3,0.32269534971734176
ac42f1c1-0592-4264-82a4-775611423d3f,3,1.0,28,0.49244138356854916,3,0.6828732729318918
21f76f73-a242-44c8-b18f-126289fe85f2,46,1.0,40,1.0,-1,0.0675640336761597
ec64a7e0-fd8c-4e50-aa08-f8b6d353ffd0,5,0.028945419581297663,-1,0.07391639390336127,8,0.2333874287871956
99325556-7ff4-426f-ad61-8bafafaa3b2a,32,0.15188615437377664,-1,0.00825922809686064,-1,0.05745848349390356
c16206c9-225e-4e54-9212-8d9f48b505dc,-1,0.05442994110990877,3,0.32032400527079835,-1,0.023747144412762995
7f18329c-d5bf-494b-bfef-8fa517786cfe,65,1.0,-1,0.055392919251649006,-1,0.016632417103343882
026bf8f8-1a72-448a-84b5-4cfe69af262e,4,1.0,2,0.5772464474333275,2,0.6117255852465595
82b95c0e-8d5d-42cf-a90b-c43a417908a3,-1,0.10192118106436678,29,0.17335755786962387,4,0.08582371654242207
3cf468f0-fde8-4a19-a19d-5ede72158dce,10,0.25162852297639593,-1,0.0542208456343564,4,1.0
799c0cc0-3455-42b3-8cd3-885ab1e51618,-1,0.13922043445288934,-1,0.004613349157368652,19,1.0
a6feac11-7025-4c30-86df-08a29ee224a8,-1,0.012748232145651168,-1,0.024400336766002836,-1,0.007467737780998777
a28989d5-1aea-4026-9568-3254f2c287d2,5,0.02758491970134574,7,0.05085114116004766,8,0.24740487737026984
ff067bcf-b61f-402f-8df3-31ff19504fae,4,0.08230901850910669,2,0.7965449290543539,2,1.0
fe533e1f-d846-4014-85be-e3c1e98ac198,-1,0.008623228020171654,-1,0.01959491213411892,10,1.0
70fa1336-cd2f-4a32-8f33-577957c958f7,8,0.12777700300702002,-1,0.031229311532194867,-1,0.008139974858772322
37224b21-d899-45e8-985c-69efd69ade07,-1,0.02224191900673485,-1,0.09390655554858275,10,1.0
aebe8a8d-26b9-40b3-85a8-a4e2713ac4a7,13,0.024395369714432267,-1,0.008334953863521042,-1,0.017396152290929515
da28410d-7a3f-4ff6-b515-11dc721c28f5,8,0.18323119457775486,20,0.02996917815455993,-1,0.014253264060108814
16dec713-dc43-4133-9965-97412f169633,0,0.15319582438126195,0,0.18147871043137676,0,0.0752733637133244
88a8eac6-7b78-4ad7-91f9-c912b81f8e2d,-1,0.026450020893458614,30,0.044206104307086755,65,1.0
da3b066a-d2b1-4738-ba0c-85b86427d987,27,0.08141678390348166,38,0.05850742986322541,29,1.0
4bf7d714-f10a-48b1-b915-42a5a248a6b6,12,0.0143920474833025,34,1.0,11,0.5799100890906707
7258378a-a1ff-4ee4-84c8-bd3655a067ed,10,0.4998272566204978,55,0.2562859749310085,52,1.0
a060be77-b5c1-42a3-b0e1-e489f2b0050b,0,0.10039617515580189,25,0.07612765077836857,-1,0.0034528226875638755
06c86fde-0d35-4385-994b-9787ec9d7839,-1,0.02184903390415123,6,0.031350360708775483,-1,0.005601575349887799
911191cd-84dc-48b9-bf43-89ede77fb17b,-1,0.043056785021710606,-1,0.019251773787330676,63,0.17888177177585568
50a009c5-51b8-47fa-9e54-e207b61b6a25,-1,0.048237724057517244,-1,0.04707684571621881,-1,0.03483344150693812
d4bf445a-d773-4651-afb9-612465bd7e43,63,1.0,40,0.198529147248436,24,1.0
7ca386cd-9fda-4020-b9da-f45080bcc50b,14,0.2438311831692565,13,0.36341305882412966,14,0.18533832146136084
994031e9-e0ab-4d3d-9f80-3b7ff3dac644,-1,0.013120912502001168,55,0.3799291010052618,-1,0.006678025835433004
08a73df0-11b1-4809-8222-87355d388bb0,7,0.05924343363682749,-1,0.008471858912991667,-1,0.12879712276110636
e8f5d845-d251-4551-90a2-07233feeb2cd,6,0.07924608505665888,46,1.0,67,1.0
b41b0a09-606d-46c1-934c-6f6582508f11,59,1.0,-1,0.043709547402887315,-1,0.027089069361597908
202dff7f-067b-452e-8f8d-8d398a51a568,47,1.0,12,0.4878928722454699,9,0.6127003227425137
db18e3ad-e419-49c7-b388-658f71c94a0a,-1,0.014786770439794074,-1,0.1603087036639838,-1,0.0028139725689964243
723d9308-8731-4198-8695-8e06accf5e39,13,0.03729808077206712,11,1.0,12,1.0
ae9edf02-bf69-4c4a-a524-00f0b6b939e5,-1,0.02885827444609228,-1,0.051647711878859866,2,0.34126464870557754
b7366a90-d5f7-497d-86f3-8c3eaef6076c,14,0.03801886022017277,13,1.0,14,0.04487140071154201
a65b3302-2441-414a-bb7b-cb2309a96cef,0,0.3685155458963414,0,0.27080824302075235,0,0.09892481944513044
ca2cf9df-904f-44d5-92fe-876f7d680a0f,2,0.10186600325679418,-1,0.17618743595982025,-1,0.0504210867874273
27ef4637-a5d8-4a52-a391-38b54409e76e,-1,0.05662835827560135,-1,0.022711623474062904,-1,0.10591592033142415
e3627745-4f8a-424b-ab20-009098748215,1,0.21200394702393976,8,1.0,25,0.39745406075892387
e35e5334-8b5b-4ff1-b4d9-e77fc349e755,5,0.036381655811826556,7,0.08091942064928216,-1,0.034851072368363455
16231d60-e824-4734-b9df-d6b27871ec03,6,0.07692375654802981,-1,0.05431622179726706,-1,0.018186182871923324
2ce017e2-7907-41b1-9890-21e11e02ecaf,2,0.1165764818345201,-1,0.16005999161479995,-1,0.02065203227733174
42138a39-190c-4532-b39d-128a16cdf929,8,0.02983893899483709,-1,0.04924365257174715,-1,0.05653759303861318
53ba9bdc-c190-41e8-81f6-61e770c56d1c,-1,0.015578386709888505,12,0.34002816858602913,1,0.09648842491037664
c116e3d8-7683-48c4-972f-9c9429bff8fb,33,0.07728935034496316,53,1.0,26,1.0
10afeb5d-ac48-4c17-b7fb-7c032112b7a0,-1,0.17203652303235253,-1,0.03010699852794971,-1,0.01229481500176037
9920ed9f-8c1a-4921-a8a1-c72e39ccb1a6,-1,0.017631130659484077,-1,0.049695417459082035,-1,0.045135675592550446
f7423d56-740f-435f-8b87-8b7330de7c1e,1,0.10484281001340807,48,0.5205324476256384,-1,0.022134324365932496
5dd6aa29-30f4-4635-afbe-4da6566ae8e7,20,0.4781143687663129,18,1.0,5,1.0
13baa0be-f7c0-4808-83ae-f50e0f22e07f,-1,0.11951888041913858,-1,0.2239301540963794,3,0.5636664896039859
d1e33100-6369-4e65-a13b-3d621c450952,7,1.0,3,0.3386458698083846,1,0.23858793740027953
9821a041-5369-45bc-8252-3ba3d180d9e5,-1,0.15300851151133957,1,0.21218726261053233,21,0.06265470427111414
454a323a-c72e-4eac-82c1-079facdd72d5,9,0.14508879030400013,4,0.1897558089755386,-1,0.050112531458230546
5fc978b5-8ef9-4711-9fb8-9af3e609f92d,48,0.3610725363680949,33,0.491749508932752,43,0.04229230613013476
