topic_top1,prob_top1,topic_top2,prob_top2,topic_top3,prob_top3,topic_top4,prob_top4,topic_top5,prob_top5,case_id
2,0.6169341474552733,53,0.01284110958546749,60,0.012690000444772495,64,0.012641620379322545,61,0.011519081338686675,b52b91ef-c586-4dd1-9d46-c97f0028809d
0,0.0597776761740549,48,0.037589259547340007,5,0.026261349462792957,7,0.023348460304334212,61,0.020175262803528937,920e29f4-45e7-4189-a727-052e7a772cfd
7,0.3483386811016335,64,0.01720330748342441,52,0.016290035049389723,53,0.015154276972764022,0,0.015089596682189664,da777733-a973-4f76-a99d-6f8c219c862d
36,1.0,54,6.074329948059209e-307,51,4.21994775875127e-307,27,4.111955875077874e-307,9,3.695830700787553e-307,89f18a03-81f6-4b5a-ac63-179b73abed7e
17,0.48461696256797904,66,0.05413528420683657,37,0.02127940456831596,35,0.019691295135600355,47,0.015567853680155487,53dcec89-45a2-4cc7-b7c0-d6b2ea885183
31,0.30107604693035345,1,0.016929136845220797,11,0.009073177558495996,21,0.008326441606825498,13,0.007732357610443468,0bbd0f03-c056-4e77-9935-e9615cc48219
63,1.0,22,5.50346762370204e-307,10,4.201251420961151e-307,44,3.631271197075029e-307,25,3.1682240603228296e-307,8b3db380-23f0-476f-8aea-af3530ba9aad
0,0.03922716737837681,48,0.02804935982573454,61,0.023584696032937898,60,0.018302217637162204,5,0.01716403293999958,0487a317-a687-4248-8d30-8e701865c50a
40,1.0,65,7.648056178791495e-307,6,5.8873598223672404e-307,49,3.972914994613986e-307,33,3.4229502306962894e-307,8690a744-b4a8-4d76-8bc4-ad4fda3051ed
5,1.0,48,4.231686672364237e-307,62,2.2615965914865807e-307,0,2.0019268661946923e-307,7,1.891852209025303e-307,882468e0-a6f8-4a17-9e30-5e431225b97e
63,0.12320957184677789,22,0.023586957359070685,10,0.021394693176320752,44,0.019334487334806912,25,0.0189438366215384,32fb54eb-60aa-486f-b60c-17da37c7cdb5
6,0.4592794761464251,40,0.03600848504086343,33,0.026494047297871266,65,0.02137548803198832,38,0.016312767357716702,e59f654a-45f8-4adc-b980-7a3199c0b78c
84,0.03926235892400996,88,0.02520246185130399,73,0.024466745888300268,91,0.020748697850333585,79,0.018307435270551092,f0dd86e8-3198-4f8d-982c-46071806021d
73,0.8416516852118923,76,0.017008014970718244,92,0.013621202531274813,88,0.0123790883523443,91,0.008973395845850936,79025a02-3d25-4b75-b4a8-a707a81586cc
72,0.5738491766578981,83,0.05330093138582588,78,0.028092849361399583,87,0.027587720018958584,85,0.021235879109802028,d4e28ca8-417e-4977-b531-3cef2b78963c
28,0.14495882806860175,67,0.03571470292350647,58,0.025308769808392553,45,0.023163555247318744,27,0.023106092126847926,1a9feb2a-4f7a-4466-88a7-1595afd8414d
53,0.4993251419673545,64,0.04137207451928607,60,0.022142520310758872,61,0.009344318997970981,0,0.007712137846645036,4354788e-a114-4edd-885d-c9c0c973e862
73,0.44287144956423335,76,0.06166339458161356,92,0.05072714688562449,88,0.0422447545199079,91,0.029862119981334284,fa9901e0-4b7c-431e-a625-6e6a26674322
49,0.40902855841259295,65,0.040058943430013524,40,0.01508306586806899,36,0.0100501750094858,30,0.009791457871320781,261d31b5-97e3-459a-b9be-e56223e13368
5,0.08478347350324145,48,0.018078387446179997,62,0.010250816592798771,0,0.008562652143220776,7,0.008085016040981762,3a0e217f-f373-482d-b5c2-6e241681d51e
75,0.11080048096408998,80,0.063074154575012,95,0.04357535694810202,93,0.0430894271695876,90,0.03770922410749829,b9eb6a30-0e94-4908-8eed-61daeef29780
73,0.058648699251911476,91,0.05254756197029037,88,0.045193964896733094,71,0.04122947186221103,94,0.03715069587236085,f8ab9a44-fd3f-4074-b72e-114fd3fad309
1,1.0,31,4.189116866864639e-307,11,3.3452058409765773e-307,21,2.8770269851466218e-307,57,2.7129085846021553e-307,af9050a8-bb90-4763-9605-ce7fb68e3780
74,0.13659579463702315,86,0.10371583853899995,93,0.07991198822455299,89,0.05943262730840686,84,0.04624829561853492,f5f7d789-c803-44d3-a19e-9fbe2db59b77
82,0.19749968038077015,87,0.04259560203498199,71,0.029504672212827588,77,0.026022013942326463,94,0.02537050443405061,993b1ce6-752e-423f-b6f0-8d6f37192d18
67,0.024578134593626146,27,0.023676616790679898,28,0.010731201192860463,3,0.009708581479665853,36,0.009093052583965682,37c3da23-9134-4fca-9beb-c10cbee2e2ce
78,1.0,87,1.6810720245524283e-307,77,9.056857615073102e-308,83,7.891634164311665e-308,82,6.56983050690215e-308,68d9a6bb-4ba7-4fe6-b1db-39962d0ede3e
6,0.10092596410774685,40,0.0459421742090058,33,0.034582979189293164,65,0.03400798771139602,49,0.02085223250079405,c30b010a-2c3c-4db4-98f5-c50fea66b4a2
77,0.06725763361651563,87,0.038960406943212414,78,0.03669628972480812,82,0.01962648291770207,83,0.016120689373442316,fd68a502-38dd-4300-858d-98242bf7f2e0
72,0.4702570737819111,83,0.06131189645083985,87,0.026223956006168437,78,0.025518810373943414,85,0.01993100119379044,d33599a0-97d1-47d3-91e3-af932eec711f
2,0.28090675503807727,53,0.024974726353020744,64,0.02430615598669833,60,0.024218534418646857,61,0.02153254594614136,cfa87e49-68fb-46e5-afa1-e8b06b660624
90,0.06748229991535347,93,0.027030938896008112,84,0.02212050975945569,86,0.017880896923865304,95,0.017359244454185237,3dcde96b-4754-4846-a5cc-e99bd8cc6e16
10,0.3702680550834765,63,0.020898797400781998,29,0.019541629520215566,47,0.0167626332682022,15,0.014905018635140427,a95606a5-57c5-49d1-875d-579a05202f65
44,0.16772049451598756,25,0.029656587339129063,63,0.023127343992905294,52,0.016804348203949465,22,0.016648980982673468,59d92071-ab1f-4ee3-bfc6-069a7ea29e0a
5,1.0,48,4.170685552221241e-307,62,2.23372226127311e-307,0,2.0227094390100877e-307,7,1.8939917600520064e-307,a6bbe828-d31e-4642-bba6-5e7eceb68875
81,0.07816961963381262,85,0.0772787522330753,71,0.07064060160045527,91,0.048192868989550934,95,0.04066884596643529,3edc62c6-9fe3-42c5-a0dd-e774ea7ed75c
29,1.0,15,3.6205955402960685e-307,10,3.2235139801190114e-307,63,2.5744919855847857e-307,22,1.921267831085416e-307,7a206b05-fffe-4e5d-9888-3f3b920bb5d8
29,0.46692155691078463,15,0.02084144169898351,10,0.01985872374094317,63,0.016566265263847052,22,0.012901878911357812,d001298b-203b-4d26-bdf3-18ef4f5b931d
10,0.5098546944944228,63,0.018758633595062267,29,0.018215002274837185,47,0.01447201745487859,15,0.013467222233563253,a15f9d32-c3c5-48d6-892d-cfd2fad31f8d
19,0.44387021856661435,34,0.033559890766662985,23,0.02985359830529705,56,0.027984661649908288,16,0.02350048848026603,e9e43ed4-afd6-4105-b664-c3c0aa5a246f
71,0.23290334874385543,94,0.04703150919335775,87,0.045091545967549454,82,0.044015314458928215,85,0.03712661822108503,e466cba8-8510-4778-b26c-547137be1212
81,0.5660220339094768,85,0.024197821772300263,79,0.021796934400226918,95,0.020238137459284794,75,0.019068823189343283,29d996a3-36df-4b4b-8eea-8bfa1d263d2f
0,0.11015827282263299,48,0.055110074752554854,5,0.032878034876781995,61,0.029834588960808497,7,0.025584463948986697,e597ffb2-cd88-41a7-b158-eb09d0afc3b1
74,0.10955361276826868,86,0.08848132421820944,93,0.07077172273858148,89,0.04541618018529269,84,0.04165348837911559,dc266152-a2d0-41e1-987c-0297d9cc9019
82,0.12647938543701784,87,0.0291287437531212,77,0.021980036460185183,94,0.021519434611246165,71,0.018966073264672652,6f91dbfc-6fa4-43e0-b7dd-1354b43c0181
10,0.29587564312527564,63,0.019834995771240618,29,0.01706868474054783,47,0.01398065065561141,15,0.012803953722279281,f97671eb-ded4-4c69-b03e-31c7839f1e9f
29,0.7455684661918837,15,0.009451737739748537,10,0.008556740569833117,63,0.006842599413811065,22,0.005119331442730191,f04277d0-390e-4607-8647-d6ca237ba9f2
0,1.0,61,4.368794537650482e-307,60,3.568840915538821e-307,64,3.128503401607583e-307,48,2.5286947645543675e-307,dc5bcbdd-a815-4230-9e95-f7452e7ae01c
41,0.13641419607461752,26,0.04386798041607806,70,0.02821817868901369,68,0.015426368822286271,22,0.014770167224411388,0d3c39ff-ae5b-4494-abaf-5aed458a5e72
73,0.09170086344151678,88,0.08713935449899744,76,0.07345000821443007,91,0.05966525207421284,84,0.04594590240292448,6a118b9c-5d49-4cd3-834d-c4ffe4ab55fc
23,1.0,16,5.543613491203869e-307,19,4.830833691465635e-307,34,3.1022515546885955e-307,26,2.6206920325654655e-307,01cd38fe-f036-4dcd-9013-00de571af041
71,0.11828423580921547,81,0.06309086375496181,85,0.060700708161225324,91,0.056988004771000175,73,0.043351196841059765,7b5e95cb-3c1e-47e9-a7fd-7613219b9412
0,0.40022282342845283,61,0.03854647742415467,60,0.031335437927651554,64,0.027057120244233235,48,0.019875869257905018,192d7750-77c6-4d53-af57-1fedd4cfdfb9
5,0.019265905367622887,48,0.013280955721328435,7,0.008914592774348425,62,0.008148859971732626,0,0.007688618331777637,a97f7f5e-513c-4721-9ac7-36d814c08308
7,0.4017285306081733,64,0.014750758384554506,52,0.014594735950813235,20,0.013441251732940272,0,0.0133765833047854,3ed35200-00d7-4318-a01c-9155dddc41b1
59,0.8045553749233061,8,0.017641171732211,46,0.00886357883881054,39,0.005084177193122921,42,0.0043952968359963875,8f468fa3-18be-4b28-986d-133771fc4d85
3,0.11784439597548156,67,0.02129246398935108,27,0.020843495575174918,24,0.013657082806627684,58,0.013355074153539788,1142b5d9-c5f8-4e3b-a934-f840e3a85b06
1,0.07122939150694625,31,0.02961736074322948,11,0.02693065964252874,57,0.02203332181611476,13,0.019652052343282163,446a3809-111b-4484-a468-9092b9dfbf0e
1,0.1984745851796999,31,0.02609158731328667,11,0.025846546412811502,57,0.022903541031867876,13,0.020651976117058886,53f3ad34-120e-4ba6-baac-29dd7fc73ab1
12,0.2541359454659605,34,0.04293135956409576,69,0.021115241795756502,43,0.01756409867665856,57,0.015726573626355305,a9e902f7-cdd4-4a58-b7f9-4341df2e4e0e
12,0.2545583342278651,34,0.04226019537908653,69,0.020714702217788553,43,0.017364116200354173,57,0.015573341380271066,42ea70eb-02a9-4739-974d-99913c7ed39c
49,1.0,65,8.205023266889526e-307,40,3.342008090976742e-307,30,2.3600256936424743e-307,36,2.3348266561195855e-307,7e5176cf-45c8-4a34-b59c-2689428c83b8
89,0.24197963968211408,74,0.05482651036927003,86,0.03258745078050866,93,0.02694947575308098,73,0.024219845572771036,282bea07-6581-4cf8-857b-3eecb224a46d
29,0.08528989146973343,15,0.018382842923661453,10,0.016947706948054066,63,0.012979135367926562,47,0.009145801057585409,d6aa3c55-8703-45d6-af6d-2f8537c9325c
76,0.41206310264520535,92,0.042715281062616385,73,0.04182454110447286,88,0.03465849868708316,91,0.03065271049955333,d7b67a2b-67ce-4fb3-9992-6ffbb0827416
75,0.24348034315521178,80,0.05431153110480226,95,0.042394829988508194,85,0.04177263859913771,79,0.034460034831728235,24da6c44-74c7-4d7b-9ff1-0486e099eaed
3,0.08403937862835029,27,0.022014535014066944,67,0.021317594908398716,36,0.012896816811998585,58,0.012656182205190521,1d20fa85-6af0-4023-a43f-1d919037b366
77,0.07363648755215853,82,0.04750133739600846,87,0.04359338483888764,78,0.03397090106268961,94,0.029848395110431292,ed55bf4f-740f-4bd5-9b75-0401452dfb45
88,1.0,91,1.5301062519657335e-307,94,1.2028792238006068e-307,73,1.167168704668547e-307,76,8.91484426641777e-308,512c7efe-6f32-4c12-a020-27570dbb046a
60,1.0,64,1.7849168438165545e-306,53,6.650647020334058e-307,61,5.337812470110543e-307,0,3.6907889185313395e-307,fc0d4ccf-64fd-4770-80ef-0de2c2450b19
88,0.0988188142680625,76,0.0699742746095233,91,0.057334292311726535,73,0.05474877751340161,94,0.0406104942812231,0c05907e-a2c8-4a49-8ead-553591d0b639
84,0.05061588475968069,93,0.03273682858192578,88,0.02774514489449235,90,0.02699259113739451,74,0.026700992442092057,26248687-d177-4c2f-8835-df745a5843d1
74,0.06160729223034214,86,0.05585869249788228,93,0.046117516360649854,91,0.04255655685866558,84,0.0425123500808619,4bbf3436-fd10-4c75-9791-f5e98ab4411b
84,0.34029766771862424,93,0.03534499983878216,88,0.034660123087274224,90,0.031089176519239616,79,0.028572146606309818,f3b491a3-4040-4c43-a10f-a8bf7065863d
1,1.0,31,4.282190652871699e-307,11,3.5157539400882825e-307,57,2.6738619991272732e-307,21,2.5995055094119378e-307,4284b57d-f7d7-4152-8c49-395ef72eb714
95,0.05011531680819777,79,0.039540682507747026,80,0.03351473552797515,75,0.02972087499778418,90,0.029334616250659667,d0dae530-f66b-4ab8-95b9-6d3f930acebd
78,0.42222060480580414,87,0.045170596949221015,83,0.02816418640672378,77,0.02528118866529684,72,0.02019149647010343,85b50819-c908-4441-a4ab-9943ea5d0ae7
8,0.2830263407062057,46,0.07226684966868369,59,0.07150689193286211,39,0.026454773610786186,42,0.01970874052971435,3ff0cf15-d449-45e8-9940-8edb20e6c927
27,0.07833117460773957,36,0.018335615167962283,67,0.017141575200916023,3,0.016095418047280527,54,0.011372405535468911,7eea6559-671d-400b-a6f5-fbbd18b4f385
14,0.6201686101681319,62,0.019090595361600907,18,0.009409650339934041,10,0.007855262135276946,25,0.0074892772982432685,30227f10-ac06-4fcb-955f-3533fff23a5c
33,0.19698592650285163,6,0.03048091109048119,38,0.02877559873012644,9,0.021039167542069023,40,0.01949549321288613,c292a178-720d-4292-8eac-133e7da41223
3,0.06370406078939546,27,0.024848269173461456,67,0.02189945368743222,36,0.013545344913502089,58,0.012404537212890273,5b7ae014-2097-4058-8aa8-38147f38fe8b
0,0.15411407604470456,48,0.04747903016215843,61,0.03205861187900575,5,0.0289311764022933,7,0.026606490579205593,1a51d201-24d1-458d-a4f9-12cca8d0440c
72,0.22576026400376198,83,0.11096358306507748,87,0.03500709859816653,78,0.03348409391732056,85,0.02488253144417248,c6293d44-c556-45c2-85b3-722d0b431e41
12,0.03971743295393919,34,0.026059235633444235,43,0.02122398425816957,57,0.02091962675395774,11,0.015397869878810795,ab206de5-35df-4803-a7f4-1d23ebb529ad
86,0.1641668002184482,93,0.04411789250234448,74,0.04221720919974035,89,0.024571965236088598,91,0.02059973789329878,292def3f-483b-49dc-9cfe-2f834ffd08e6
90,0.08272588295289843,95,0.024745315893921326,80,0.02391502578354272,93,0.02219379609775803,75,0.017806533431296734,b04d98a9-5599-4eed-bee9-8fe6c398a725
7,0.2478643646614143,52,0.013623158679630681,64,0.013174071662799228,0,0.013100760511791947,20,0.01293637761417627,22ffed92-c199-42f4-bad9-0a3db2fbcf71
0,0.09551399009491945,48,0.0378821592540932,61,0.030093905840874607,7,0.026115841485704106,5,0.02487976996815195,62aab456-34ea-4283-80d4-421458377968
80,1.0,75,1.1421844191866809e-307,95,1.060482825751533e-307,90,9.014012120381065e-308,93,8.015078492047006e-308,28c934e2-b246-4825-a46a-7f22b52f8adb
29,1.0,15,3.043803919001318e-307,10,2.912539185539889e-307,63,2.4855852522448195e-307,22,1.9736502898074684e-307,ea2c340f-ef1b-4f0f-9649-b0d0f5a0246f
16,0.06825173352082287,23,0.03469900376946154,19,0.024513671599240325,26,0.014147196079519773,34,0.011936327606087042,134d33dd-1716-4edc-99f9-0552501c91d4
71,0.10043598391335985,85,0.06231634911031679,81,0.0596207415264969,91,0.048641849761808874,87,0.0377267528600015,d2638ade-913d-4566-ba6f-74f48eb82650
71,1.0,87,6.719495506080977e-308,94,6.659455377780192e-308,85,6.460129761979492e-308,82,6.384644863325503e-308,4c316a52-9bd9-45de-b71f-455a087a04cb
19,0.27062001254417195,34,0.0427247747127113,23,0.03419328805041438,56,0.033911647206680835,16,0.026996510063551776,937a27e1-658b-4f43-926a-cb793644df4c
16,0.34695502723537275,23,0.025707293205877318,19,0.01936593142978782,26,0.011700522714874317,34,0.010463185548221602,24c7fa54-f177-4582-b579-538bfa5eb6be
85,0.07473402767750412,81,0.05208267609926053,91,0.04585949880902054,71,0.0457444211356899,95,0.03921439633105921,9afa4874-c9a2-40cc-ba7d-d698188df167
83,1.0,72,1.4907711814790842e-307,87,1.0001357244470888e-307,78,8.187638122653683e-308,85,5.900206248398248e-308,76bfc9a2-b216-46da-a230-8366429423c6
12,0.05696973248474609,34,0.031064705038725743,43,0.02137874397048771,57,0.020701488830292332,69,0.016086966999217956,5ac18ff0-ad9b-4565-9a90-39371a24c7c8
69,1.0,34,4.9312278206269155e-307,12,4.025143596045856e-307,19,3.300697633468962e-307,56,2.838501564049151e-307,085c7613-20a7-442f-a897-262dcbc3ac94
48,1.0,5,4.985181057238742e-307,0,3.435153762603418e-307,7,2.364610644173462e-307,63,2.024339689269735e-307,4dff7de8-f5ce-4a09-8e05-3aa679d2698c
60,0.2642468199055737,64,0.14424299254748746,53,0.038395102445619375,61,0.027076722089933968,0,0.02005466794378285,79826a90-622e-4b60-8848-070e25c0a123
87,0.08384518698587526,77,0.032965400145388755,78,0.031073254906042395,82,0.02558913099094561,83,0.015673215170312206,c21cbacf-1407-4295-8187-fd05b0180a0a
14,1.0,62,4.8205384572569946e-307,18,2.26521695005926e-307,10,1.8564315219711745e-307,25,1.8037552629036704e-307,14ca0b44-b630-41bd-86ac-277ceb076102
60,1.0,64,1.819372221584014e-306,53,6.743199413400636e-307,61,5.3153580199246646e-307,0,3.6299776496232905e-307,4f3df325-b5ec-4045-9431-7751d6195b23
2,0.08568675520671401,53,0.012005806516230918,64,0.011522023747052072,60,0.011342900657908188,61,0.009849827006830469,5a929fed-b8fe-4657-b1ee-3aa456d01ecd
95,0.08071447502323922,80,0.08060621967076513,79,0.05597177985657025,75,0.044206812006955844,90,0.03928415467177967,75b62554-cd79-446c-8b5d-b2ab7bbf08b1
10,0.05894778351812079,63,0.013623336874174738,29,0.010204383193886453,47,0.009088943774968212,52,0.009072714249043368,88bbb6ce-0962-45bb-be78-c92859028646
89,1.0,74,9.851993175214143e-308,86,7.21966569875261e-308,93,6.280611878770693e-308,73,5.917051368784097e-308,92881e6f-7bdc-4ca2-8d56-df7a5ed5405b
75,1.0,80,1.1453520922406907e-307,95,1.1221017323228566e-307,85,9.71444479761581e-308,79,8.864284735404819e-308,57c3acdb-9a90-4598-ad3f-dff9ab2422bf
0,0.32231094075682337,48,0.03175400028244853,61,0.03064956288891201,60,0.022730060812426692,7,0.021689214059646272,d77ced2e-0382-4a66-85ad-335160ca888d
2,0.5989113615584843,53,0.013647936863575983,64,0.01322718100351442,60,0.013133031856667641,61,0.01173453914454554,cedc3535-1647-40a9-863a-6596aaa6ac5c
20,0.06335416490611626,52,0.012118166819088352,7,0.010247773695977626,32,0.010107537068308688,50,0.00978277835189179,c1a8a4f6-f5b6-4ca2-b93e-0adc60572b34
14,0.33975397897254156,62,0.02136962257822229,18,0.010444426301577386,10,0.008832126858604253,25,0.008617292646288193,5ebfc0d3-1d94-4643-89fe-50020980d66a
73,0.06307277964528568,91,0.03763095127066611,88,0.030126387567724133,76,0.024119347293886196,71,0.020924627324445364,6d49f485-4727-4b42-b3a9-05140a4b21f2
91,0.0495855495185208,74,0.03451455195487298,73,0.033006178443172926,86,0.02737554446086819,89,0.025409379277238586,7b1620e2-5dc3-4f5d-adb1-e85403ee1e2c
52,0.3999225050030785,50,0.05600734037081162,20,0.022544452649821353,44,0.02237868469477102,25,0.02179544989068672,18c6f062-bcda-4137-9ed6-a63ef98ae933
72,0.4848350600843763,83,0.07975037614146034,78,0.035585642518589686,87,0.03533131393179029,85,0.025409968437775276,b0b5a0f5-d9f0-4417-bc17-d39fb746091c
36,0.32291151982916505,54,0.02931678229601001,27,0.02890208232365243,9,0.024873738446497637,51,0.023039606379747012,847d1191-7f25-46ba-a399-b481125edc8f
13,0.7550962338021231,39,0.011258917548486309,11,0.009616814089700354,42,0.00938101240226863,46,0.008583790209288745,c5e6797e-8c1a-49cf-9751-5cabd18dcff8
61,1.0,60,5.716159274506652e-307,0,4.645696857442538e-307,64,4.1746681780728485e-307,53,3.007813268960657e-307,8c8960de-e2f7-4499-8ee8-4a53a09e1b55
61,1.0,60,5.61556242742832e-307,0,4.710568442907067e-307,64,4.122955211849445e-307,53,2.9735890843152938e-307,8232486d-187f-4152-877a-0c0f18c82de7
61,1.0,60,5.576157249127805e-307,0,4.864277577493517e-307,64,4.1016874407301586e-307,53,2.9527529516674713e-307,9ae80a5f-492f-4d68-8979-aadf7aa2395e
21,1.0,1,2.8678602047607912e-307,31,2.0365746046134285e-307,68,1.8364597144744686e-307,43,1.8337423555162757e-307,1fdab934-3e3f-44a2-9fa3-5b87358e2cf7
61,1.0,60,5.7811471714946015e-307,0,4.782912361308282e-307,64,4.210431455280171e-307,53,3.0149805750536627e-307,8f4f0040-9938-4e7b-b298-6c34da3e9f26
31,0.03764961799470821,1,0.009586146845068526,21,0.004868406713578896,11,0.0048060403374263734,13,0.0039536332366556645,90e37ce8-a762-49f8-8819-ca2fbc7684d6
34,0.5094193687477542,12,0.027206039490059297,69,0.0267734317395081,19,0.02332083955237954,23,0.01797451964718953,17378e89-1720-4762-a041-4744fdaf3536
36,0.018101473260056126,27,0.015591716071657663,30,0.015182239129779042,33,0.011689753166877951,38,0.011583466096858997,e1bf71d6-5359-4f6e-acdb-ed912831d766
54,1.0,36,4.296565378256655e-307,51,3.664196721137586e-307,40,2.6872322137209086e-307,27,2.4637454898334183e-307,cfc1fda5-be87-4aee-9309-69812f2756b3
71,0.09436974134756786,85,0.07521705774682312,81,0.06819100108561174,91,0.05863052613629038,88,0.04263744163225761,ce8d5972-b1d0-4bed-b009-d7982be60e43
15,0.677209543486762,29,0.015748589629668016,47,0.010276300383945629,10,0.010192784012865004,63,0.007996179282897104,4cc5f44a-68e6-443b-b7bd-60ca7f19f146
81,0.10963555708531882,85,0.02986111872301828,79,0.025535190245989624,75,0.024401016388317532,95,0.02357388260536576,0cf64c38-2041-45df-ac66-4cf45abe4cca
5,0.015972911979433575,48,0.014020255853742185,0,0.009838022558025551,7,0.008479733643695598,62,0.007088605575508048,633106ea-e521-4b7e-85f4-da6e55800ae5
52,1.0,50,8.52286459854917e-307,44,3.2420352288858646e-307,25,3.1765617473783427e-307,20,3.043878613648431e-307,949e6a85-2299-4f74-8b63-44cafffca3de
2,0.7718929873051674,53,0.007835953677927155,64,0.007571151424787389,60,0.0074990530158721294,61,0.006666356645931998,fbf4da87-fc3b-4fe6-81f5-0745f208cf5d
0,0.6064095974876971,61,0.024230505704165895,60,0.01992171407641006,64,0.01737843898639297,48,0.013328895490839333,f82917fc-bc81-4425-b1ad-56c5e2d3dcfc
0,0.6506129095244495,61,0.021193383450463524,60,0.017475606102170593,64,0.015286871432660887,48,0.01190897820892878,07ca938b-c5e4-4d3e-a79e-daf150da1ad0
48,1.0,5,4.9332240779402155e-307,0,3.6086833982656325e-307,7,2.412067344313975e-307,63,2.0096329980350262e-307,f8dc83b5-ef6c-4c75-a66a-9ae43cc487cd
20,0.19035211849103098,52,0.016396472750811995,50,0.013318300618317692,32,0.01323946580980689,7,0.013151761889062462,0b36bd3c-cb69-426f-86d8-ee6bbc0ee8b7
86,1.0,93,3.037692628450084e-307,74,1.012265551860557e-307,75,7.655517371527695e-308,84,7.373901652370821e-308,c54e8726-0eaa-44ee-8654-7c7a7bea1825
80,0.14520047590992802,75,0.044502673440355855,95,0.04283386169717138,90,0.028430074196294588,79,0.026271883042442212,3451cd3c-674c-4a2d-9319-7f0afdb131fb
0,0.11289256695214497,48,0.0328286184481908,61,0.03237007936970324,7,0.026954671058587235,60,0.02497331603474787,c23a0e6d-3a66-4d37-aed3-1564da105a2c
71,0.10961140002321806,94,0.06767207776554891,82,0.03708266144392195,88,0.031191309958962393,87,0.030682132579049164,8c0a7929-8847-4840-ae0b-1f5dd1d1fd6b
66,1.0,17,9.260301422257352e-307,37,5.664629675533443e-307,35,4.948584315449997e-307,47,2.68196068532839e-307,2e28ae5a-9925-4014-9fbf-362cb46a0ab4
73,0.41683152894225656,91,0.05636189557238539,76,0.04516273726350403,88,0.035045973315434284,92,0.023980224233532618,e857db46-7e14-4c33-8dfa-2e64a57679f4
8,0.23673164346168238,59,0.08200531125548416,46,0.06441936014669525,39,0.026495628586934623,42,0.02070562924569639,6a3ffad1-51c7-4c8e-a981-6ce4789bb390
91,0.05610219080097863,88,0.05602994259423026,73,0.029092813814236965,94,0.024370700622274755,85,0.018738632231310264,05057e3b-d0b1-406c-ab3f-f952a5a21186
76,0.07791388530223861,92,0.06190157044035307,74,0.03783571523053564,73,0.03764671362636746,91,0.025409478176417873,dc58b8cb-051b-44a7-8d33-bdb325827149
61,1.0,60,6.0775282668392186e-307,0,5.580475829112099e-307,64,4.3902133343091584e-307,53,3.0610120544759786e-307,470111a4-cf59-49cf-aa61-ead2aedf63e2
42,1.0,39,9.725183715990333e-307,46,4.255786548209823e-307,13,3.3204967242249673e-307,8,3.2577394172543904e-307,b1d3d4c5-e7bc-4e02-b45c-2a730fc82081
60,0.6569228224176098,64,0.06368237545947272,53,0.026681836776016966,61,0.023045989214496135,0,0.015210618982674408,ec2cd78f-d661-4394-b3ac-a7cf70b65c1b
1,1.0,57,2.025926776873423e-307,11,2.0153373582157206e-307,68,1.829819766297007e-307,31,1.7529279070865805e-307,f7a6cef6-45bb-4010-a2ca-753f1ca9d008
3,0.0834010848547849,67,0.023735190477700854,27,0.02313436293764729,58,0.012889619771951953,36,0.012477846566669294,e0a9eccc-6dae-45ba-bfc0-de54847ef8dc
76,0.17074406015071117,73,0.04028189258717035,92,0.038485953241364876,88,0.03782616783802958,91,0.03361606543510739,2f6e70b2-c79f-42d8-a0c9-45425cbd8786
3,0.1337190195682764,27,0.019789284773627545,67,0.019099999906454553,24,0.011014808490284527,58,0.01048493264725767,9058c534-ac80-4f8f-bdf8-dec1215dc08f
74,0.2705994428543194,89,0.051285320380575906,86,0.04923638431949798,76,0.04908269486851712,93,0.03959619481663284,ab21c4a9-1c72-47b0-a570-411a136328c9
36,1.0,54,4.849230909984383e-307,27,4.672143689108941e-307,9,3.950885769773365e-307,51,3.891397100239965e-307,b5d9beda-5d59-4e26-89b3-cdc90d108524
71,0.44320952955586423,94,0.04452462455722368,87,0.037489351788836646,82,0.03567673968652824,85,0.03420163017880007,6012d504-d80a-427b-b053-b813864a1e35
12,0.036510361339094737,57,0.026215733475034954,43,0.025083647885559175,34,0.024809541624319337,11,0.018980380651624894,b350d181-c1cb-418f-8d9a-e5ec9aa68c10
56,0.22775939466510367,19,0.025254057858885494,34,0.018082905355927055,32,0.017654637129086034,69,0.01497963665256779,cf06105a-b2eb-4fbe-966e-7142e11ca09d
27,1.0,67,4.835594023932245e-307,36,3.6979017327334206e-307,3,3.6918255593585595e-307,30,2.5757859301850073e-307,66b9c331-880c-4daa-9f2d-8d0c39b534dc
18,0.12774331464796573,70,0.05610303757348743,58,0.014575760085130587,45,0.01394324198128797,41,0.013583958703765452,e8cc4e1d-1a0b-45b0-b8b6-2c65f2ae19b5
7,0.16627692770833544,62,0.012972345096022063,52,0.012728531681536133,0,0.012234474605737126,20,0.011889204569607726,3e04d004-28b8-45b0-acbb-7f86045440fb
6,0.043642074483765364,65,0.03804154853981833,40,0.03686619567705191,33,0.03168434587636827,49,0.021875564330470502,2ff63239-d03f-4793-b9e9-003e4a2a17fa
1,1.0,57,2.135844657097765e-307,11,2.106038540365016e-307,68,1.783013446889179e-307,31,1.7444184260509686e-307,47ee4f78-2ed2-430f-bc68-81b21b3b0a07
3,0.03127742746819821,67,0.015577844803541862,27,0.014326432298062046,24,0.01050892447726342,58,0.00967219789426748,26c29be0-99e0-4cfd-a7d8-d7fc7aba1557
15,0.02030321572864921,29,0.009591510734114414,10,0.008475202683816544,47,0.008152938945997407,63,0.007188757920131497,886c921e-12c2-4359-adb8-322d13bc0830
