topic_top1,prob_top1,topic_top2,prob_top2,topic_top3,prob_top3,topic_top4,prob_top4,topic_top5,prob_top5,case_id
93,0.05679996330311883,75,0.05620367333090512,80,0.04806827134311745,86,0.0422943731726876,90,0.03909295892462992,6ee45471-fb24-4d7d-a678-779fa2b16760
12,0.07257685875370895,34,0.04035740247715878,69,0.016685600877398087,57,0.016212346248377585,43,0.0157131460656264,94926fc6-279c-4956-aad2-c5081bb564f4
74,0.11770984687326086,86,0.051954973011738514,93,0.04278605644750399,89,0.03820877349560115,76,0.03509743038888996,387247a9-632a-4eb5-8f10-0d70f5761d2f
87,0.08283249532531389,78,0.03768674478824912,83,0.03401316010891297,82,0.019815829170344367,77,0.019455789243027762,bd1ae131-2066-4d0e-bb5c-10da8da9accc
74,0.06871105701417386,76,0.060782143460048094,73,0.038198395015605305,92,0.03743292834769647,89,0.03431311257398303,8a33d50d-b4a7-4cae-8e08-9858822e608a
6,0.3135699409587374,40,0.03258696304653876,33,0.025535927441990187,65,0.0206204351993589,38,0.01523967728170779,176d8575-398b-4ae2-8bdf-ac0e12c79021
77,0.2883227318493951,87,0.04738799181496415,78,0.03885310828378754,82,0.029577682279534487,94,0.024182498853745,6f279a0d-d2f4-49c7-83f1-3c245f25efdc
73,0.03550664208778337,91,0.02627572829817298,88,0.02006057820255211,79,0.01889149260214856,81,0.017762075745461965,67fc5803-a446-4f9a-802a-01c4bd11d3ec
2,0.390018991617403,53,0.020809674246781658,64,0.020278895002220108,60,0.02020375508056457,61,0.018095480125808108,00012743-f42d-4f84-85cb-50340db92428
17,0.3334737652993306,66,0.0578070453422918,35,0.02357945837220643,37,0.021711212761823518,47,0.01659177232824016,a210df71-70c3-4a6e-93b4-4320437e3ece
1,1.0,11,2.0889096510004353e-307,57,2.0677677612936333e-307,31,1.770823910454002e-307,68,1.7415877914450882e-307,d87b067b-405a-4de2-9628-43c634c31070
66,1.0,17,1.2192343107811153e-306,37,5.385517528806596e-307,35,5.372673354340015e-307,47,2.8408561454716934e-307,ab0b8736-a30c-4aa6-82d9-82a7acb58648
3,0.08847815471397015,67,0.022301216276702066,27,0.019995303394386012,24,0.015425940507541265,58,0.014882920491469033,9bdfb437-22f1-4134-9104-aca3e007fde3
1,0.16381939110320648,11,0.03530583879080646,57,0.029367130039432247,31,0.028316454030281747,13,0.025483700807117697,4eec3a35-0a47-4c02-90e5-b62e7da95141
0,0.0426419063572426,48,0.03385026342226725,61,0.0215586076465477,5,0.020297788938300913,7,0.01807057979991178,492e40e6-a66a-4096-b64e-151011977692
4,0.06923272602211775,45,0.024436865298804025,58,0.02143534244517834,55,0.016664965455065753,28,0.01440926275716678,32ef336d-b633-4d71-8398-a7ee3b99d519
4,0.0441964854588143,45,0.022172076648022888,58,0.019345300907483143,55,0.014034423947692106,28,0.013669129117987622,2885972f-52e8-4fd9-ad48-bfa7ff48def9
82,0.26668122283969076,87,0.03806317749474109,71,0.026555868098282597,77,0.025146559966261813,85,0.024636820386261558,dca41c27-21d3-4932-bb72-cb43a89ea9b1
82,0.21614706615582951,87,0.03590216012928942,71,0.025426599001334718,85,0.023866222875963038,77,0.02382668525454638,0a5b643c-665d-4ff7-831c-e4251c624cca
79,0.07231676819259744,73,0.07147207384667133,95,0.06259686380353023,84,0.059385388292403016,91,0.053968836506353736,e13294bb-f3b7-45e6-9718-8fce8e16bd03
9,0.6938417273862436,33,0.014345492952869323,36,0.012821332601036814,6,0.009204206988060706,51,0.008953451639342618,acf019c7-b442-4f20-8072-5dd0b4a32dc5
3,0.0807896266839285,27,0.031152787322097548,67,0.0271326782831611,36,0.01610353178934283,58,0.014601520424415818,547c0426-db7d-4c91-91bf-e7420ae5a181
13,0.31696823700526366,39,0.017808444158705704,11,0.015979908578287415,42,0.015057007902808266,46,0.01390433306876007,221aea2e-7d38-4f62-8f1e-2645cc139d4c
90,0.06434699926315085,93,0.03958753461738733,84,0.030612653353214517,86,0.02590499068751705,95,0.023205253770825388,0b0d8ef0-3ce1-4ab5-90d5-bf76b08a5777
76,1.0,92,1.1456754920452845e-307,73,1.0304345361638373e-307,88,7.843966085785659e-308,91,7.155186558116036e-308,52a42e12-dd1f-4728-9539-81c9acbb057f
10,0.5127323259703939,63,0.01839553282600644,29,0.017767522997166822,47,0.013065648139677442,15,0.012617554722651799,d598b7e0-2833-471b-aa96-2ee84d8e5e80
0,0.046994923342080955,48,0.03263225721240168,61,0.026440471981803316,60,0.02054792040724072,5,0.01994523300262815,8446d661-8c01-443c-8d98-67d1ab2309f8
85,0.04362764184337653,75,0.03765729532884726,95,0.024431065728662285,80,0.021932744850137825,93,0.019417831488441065,7d9b7b53-1e72-4514-8fba-8189e500f85c
74,0.19368628412698644,86,0.06282532093085114,93,0.043504089165448234,89,0.039265959992374484,76,0.031940599507138005,480666df-f7af-46e0-b650-7386e0ef0762
10,0.2724329024391904,63,0.018908970071727153,29,0.018719350108052025,47,0.016187446524584974,15,0.014327447478247926,bca4dacf-8633-4f45-bb31-1ab65b65cfd6
9,0.2804440150038375,33,0.023202778209026734,36,0.021040712143893973,6,0.014629610247150725,51,0.014147293657032111,94c69c5d-cb2d-4887-97d3-a9cb4c6ba5e0
38,0.31414788889182915,33,0.027518483212455588,6,0.01770867858763077,40,0.017324194410265507,65,0.015317748128598888,8ace7d86-9add-45ab-bd56-3f11f88ae2c7
26,0.07503515533458002,41,0.036905177034347696,23,0.033651925219953194,16,0.029006621320158358,19,0.028688391667967387,d03b0656-1392-43d9-ad68-996cf919e893
14,0.017027823152509648,62,0.007565837278911457,18,0.0074317103469484025,10,0.004752978054845316,70,0.004608651729017901,09fb579d-8c02-430e-bf90-20d4464bd694
76,0.19218536063525998,92,0.04239151432927765,73,0.04067325595405693,88,0.030333856552213097,74,0.027821584022969546,b63b762b-6b4b-4c1a-9cc5-0177be28a35b
37,1.0,66,4.943614429610089e-307,17,3.679701187909207e-307,47,3.1437018547222717e-307,35,3.007860310075832e-307,b447512a-c5f7-4a50-b779-d8f2951f59af
19,1.0,23,5.32511177137578e-307,16,4.52180320563121e-307,34,4.233509573028154e-307,56,4.206475092257944e-307,542e76f9-6242-4b3e-ac9c-0335cf65c01f
74,0.18881678983234343,76,0.053983855003446816,89,0.04951407835637104,86,0.04695497252958846,73,0.03986914755719202,71222532-5346-425f-8588-566ed07d8897
28,1.0,67,4.265622770770899e-307,4,2.9738187376153613e-307,45,2.8902430043273e-307,58,2.8851226311677555e-307,441ba9b5-6524-486f-9bff-d99a595f095f
84,0.032446042789570355,93,0.024746686431075606,74,0.02120430948246064,86,0.020673711063688153,90,0.020295113038403773,ed505edf-aca3-478a-9279-477d22edb193
2,1.0,53,1.2308709782423835e-307,60,1.2239860601903862e-307,64,1.216497695710315e-307,61,1.120918371859118e-307,2ac3a540-e67a-4efc-8e63-90e5df01d14c
95,1.0,79,1.912593327714e-307,80,1.524361884746066e-307,90,1.47000839726973e-307,75,1.2555694506112146e-307,a25af221-0172-4f08-a237-4c38d3a36722
77,1.0,94,6.720800406426598e-308,87,6.560445486861626e-308,78,6.020198031521634e-308,82,5.871731234166095e-308,8ac1ad2c-582c-40b8-ad2c-8c3b1eae4a26
93,0.14768464802608008,86,0.1106641351672715,74,0.029725708120924343,84,0.024282856057797546,90,0.023069861015145077,5bee68c5-b7fe-4499-8bb6-8337d638f041
72,0.2081518844082096,83,0.09639307810759846,87,0.04121145603652276,78,0.03981263296490691,85,0.024574591217399043,ae47b520-15e0-4c9f-bc4b-83c82846d781
72,0.5278181789009639,83,0.069866605400009,78,0.03508219711729235,87,0.03279362755583285,85,0.02279358386152102,d83933ab-94cc-4ecc-bb15-ce8b060fb925
17,0.11698420499312438,66,0.08926988026543833,35,0.02209431724262602,37,0.02206862644967882,47,0.014430875387561775,d625f8ae-47e3-46c2-9034-d7322edd7dc8
28,0.12342100025559821,67,0.023026636249551237,68,0.02236553708548349,45,0.019942191836894545,4,0.018542855142144373,95d45541-e934-43ac-b088-917bf5fc822b
9,0.11409571250808662,33,0.01999950204072115,36,0.01894653953542889,6,0.014605648777076817,65,0.014424351663010685,0c00c5c0-748f-4904-a30e-9b298efa8180
72,0.3483634975133206,83,0.08721889184799721,78,0.04427593496657146,87,0.04188895192033251,85,0.028032954522779277,2b067ecd-a947-4494-b075-7d0bbc737d6e
6,1.0,40,4.921782862220747e-307,33,4.515427355344454e-307,65,2.998779460209081e-307,38,2.686360579874576e-307,0a9f686a-5911-409d-b279-68fb4fd9b984
33,1.0,6,5.479788650668277e-307,38,5.1999083658379964e-307,40,3.3622985436162782e-307,9,3.344454675788124e-307,205008ec-6d2e-4246-9719-b5086cf4affa
73,0.573373895140881,76,0.045157249203115854,92,0.03847089944234393,88,0.0322941829358604,91,0.023051457475115538,84735840-b03c-4310-885b-222196dcb401
5,1.0,48,4.352691157500467e-307,62,2.3319463151369734e-307,0,2.1378252979129365e-307,7,2.0366357414715425e-307,b862d945-df48-44f8-87c7-0b2f9802b5ef
19,0.09020314776090206,34,0.051046040747952916,56,0.03399300645215501,23,0.02787976418420328,69,0.023546501294530633,0359fa2f-bf14-472f-8ddb-f026bf602745
71,0.21112444046535164,94,0.04659341090122836,87,0.04387364749785455,82,0.04307954979115828,85,0.03595421663776528,b0b695da-b7b7-4b8c-8c8f-57c5ee5a5e5d
62,0.74581726252225,14,0.014886097163224482,5,0.005658085144605425,7,0.0055619534390884354,10,0.005249834942578175,4a475656-c641-4f5f-9227-812bd75c8bb2
10,0.08471182672483149,63,0.015425646464905267,47,0.014565027365475073,29,0.014274020448031862,15,0.011739941492501741,e39e501a-2da7-41df-884a-b7e949f020d2
73,0.2862947305482773,91,0.051084290730341535,76,0.04855626324138788,88,0.043162985765286176,84,0.03957047016388955,e257a74b-f88e-406d-8abe-66bbb11d2daf
3,0.4097910109784842,67,0.019440929992666656,27,0.01914127192314745,24,0.012989561541359414,58,0.011776804597472159,1ccec531-e298-4e55-9640-4c8f1237d673
21,1.0,1,2.8174893568923077e-307,31,1.993321212353486e-307,68,1.915012567819333e-307,43,1.7687143478802514e-307,39439e88-bc86-4be5-bdbe-0d9ced1e96e3
45,0.031191930157614012,4,0.02776537748719877,58,0.015564672398101699,28,0.012028116904404798,67,0.010457851518798949,23ec0e2b-437d-4110-b6b5-1f2bd511710f
4,0.44186518980852474,55,0.016414551708708803,45,0.016371650040661732,58,0.014627795577702392,28,0.014135998890613474,903261ed-6c39-4976-be4c-2d73f1454fa6
72,0.46575004213163224,83,0.0743030021594114,78,0.04012359868419138,87,0.03700284233121327,85,0.025815174424477352,18489c39-f492-4c91-bb7e-a86ed0597800
73,0.036017289278526696,91,0.025698533253627268,88,0.019721579306051798,79,0.01917521833117609,81,0.017438599179737873,5c0a6d23-6451-45ba-9f90-32503f09f824
3,0.04043637396331611,27,0.018204438428692855,67,0.01680355307300543,36,0.012489566410817868,54,0.01193510155762412,eef78d31-d466-45b6-8661-75ee67319d2e
72,1.0,83,9.905883972957411e-308,78,4.975953778785619e-308,87,4.867882406544189e-308,85,3.7003716042914513e-308,e1379459-727c-4a04-8c7b-c8236feca1b3
15,0.29848811667151137,29,0.025343774438905183,10,0.016464512845088555,47,0.016079574171449115,63,0.01335148469835561,24fea85a-c9c2-47dc-add1-181e06d02098
76,1.0,92,1.217135602604623e-307,73,1.0261088637937421e-307,88,7.723687507007316e-308,91,7.025715996618964e-308,fc5a0383-5596-4d16-b255-302ef2d3706c
19,0.08657300884878207,34,0.05271580927402066,56,0.03263150781146792,23,0.02779534677097195,69,0.023624904997335813,a9954760-b02a-491a-a024-7ebdc7d3134d
62,1.0,14,5.4905407736005814e-307,5,2.2728697294469917e-307,7,2.22608500733014e-307,10,2.0480176794527477e-307,75fc426d-5585-40c3-ba60-621598d339bc
71,0.3955118071868065,87,0.04675515858924571,94,0.04406941973221915,82,0.04162989346021443,85,0.03854136891584822,a623f49a-a090-4916-a6c6-864f2303fac6
74,0.1756223602332211,89,0.07252040990088711,86,0.050537738158293724,93,0.03759909277868555,76,0.03236740793658023,f8baf068-381c-4b0c-a79c-df49f0cc49c7
71,0.3006228008110051,87,0.05115639549787575,94,0.049644411578958055,82,0.047650528143053796,85,0.04139489569733617,aa6867fc-3f98-4390-90fe-87194117f25f
48,0.0660029327325747,0,0.05538387095253343,5,0.029793933865272355,7,0.02282164824711039,61,0.02265430128965843,f20bc85f-ccc3-4e9b-aede-bd930a0ea335
21,1.0,1,3.0917269790833747e-307,31,2.0893097458494068e-307,43,1.9050040908280957e-307,68,1.8615302460486393e-307,ec619079-bd1b-4baa-93bf-cd62c41455bb
17,0.38042465021581595,66,0.04402961621406382,35,0.020367075179054228,37,0.02024915391739236,47,0.016770832577921644,95fb8a74-9057-4bc9-8b64-29b474a04e22
71,1.0,94,7.078448982048003e-308,87,6.633196164112058e-308,82,6.389455363919601e-308,85,6.186597537836837e-308,e1d084e9-d73e-49bb-8182-8e456efc92ae
81,0.5150036832992765,85,0.03014371330858689,79,0.029449795853771322,95,0.02739830420653547,91,0.026537370932779365,38946c34-cbda-40af-99ab-6a5877ff63ac
4,0.09435794341312262,45,0.019098260657532493,28,0.017719899315469297,58,0.01767594941945859,55,0.016668384894651417,0b2e93a7-75cb-429c-8b51-48d14200ce97
45,0.23132173619409566,4,0.018739041464131106,58,0.018483642454459326,70,0.016112201462708236,28,0.015063612561733112,fd081a2c-f8e0-4852-88b4-dff233e88348
