s1_sentiment_score,s2_sentiment_score,s3_sentiment_score,s4_sentiment_score,s5_sentiment_score,sentiment_score,REF impact case study identifier
-0.0333333333333333,0.0117619047619047,0.0393939393939393,0.0694706808343171,0.0802398989898989,0.0531926406926406,1e6e075e-d5f5-421c-bb45-2708636b5190
-0.0875,0.0837224114683131,0.18,0.1057609577922078,-0.0999999999999999,0.0831317215279479,73be8e7c-907e-4e5b-8a8b-953b4d394c1b
0.1163194444444444,0.1133363858363858,-0.01375,0.1079657687991021,-0.0553571428571428,0.0813569303906727,d59a4fa1-5e19-4394-bf46-451d905f0fa6
0.1139285714285714,0.0786554721320346,0.2437229437229437,0.1106501215679297,0.16,0.1054944879137425,ee22b99e-4fdb-470e-ab7f-7be0d4043431
-0.125,0.2106353106353105,-0.1519480519480519,0.0350218454385121,0.1051948051948052,0.0733321410228189,cdedee72-274f-4f42-8596-ba4c5454cd06
0.1116666666666666,0.0816272727272727,0.035030303030303,0.094559395406853,-0.0999999999999999,0.0821931870718278,ecf2a5ba-383e-48a1-91dc-c11219f5be9a
-0.07,-0.0120883449883449,-0.008,0.0773476874003189,0.0,0.0500437720174562,acc14d05-f0e5-49e9-b962-75cb0c786250
0.1668560606060606,0.07332373026035,0.20625,0.1736580086580086,0.0699999999999999,0.1363610259087646,6cfef3d3-5578-48a3-bbae-5b4706fa7df4
0.0426587301587301,-0.0042879534258844,0.2666666666666666,0.1012779308233853,0.0,0.0569836459836459,6c88b4ac-0cd4-4234-96e0-befc2565917b
0.0796296296296296,0.1354978354978354,0.0647619047619047,0.1084866522366522,0.1569642857142857,0.1178880643166357,cfee92aa-3213-4aca-b740-311988235284
0.0073015873015873,0.1009040136817914,0.0951048951048951,0.1770734126984126,-0.0238095238095238,0.1348150602232235,e2b00394-d011-40f7-b4b2-3356794d9cc5
0.1298031333745619,0.0777958152958153,0.0879629629629629,0.2101658476658476,0.1885040885040885,0.1670715087381754,960e8f89-2153-4f5f-b2cb-b82bb13733c6
0.2363636363636364,0.1821872571872572,0.4142857142857143,0.165530303030303,0.331780303030303,0.2155571462658077,c4f2289e-9fd4-471b-bcdf-8b2ce16a99d0
0.146031746031746,0.0818480861244019,0.1671328671328671,0.1364018087855297,0.1266098484848484,0.1278967374089325,3fc46187-d61b-4415-aed8-57e1d0a8eba0
0.1399999999999999,0.0545954045954045,0.145,0.1199122294372294,0.0681818181818181,0.1046545932422556,93c37d0f-1849-4b00-a07c-373b3b56360a
