id,ics_table_id,country
6259,1357,BHR
6260,1357,FJI
6261,1357,GUY
6262,1357,DEU
6263,1357,PHL
6264,1357,IDN
6265,1357,KEN
6266,1359,GBR
6267,1360,GBR
6268,1360,BEL
6269,1362,GBR
6270,1362,MKD
6271,1363,TUR
6272,1366,GBR
6273,1367,GBR
6274,1369,MYS
6275,1369,IDN
6276,1369,AUS
6277,1369,BRA
6278,1369,CAN
6279,1369,COL
6280,1369,ECU
6281,1369,EGY
6282,1369,FJI
6283,1369,GHA
6284,1369,GRC
6285,1369,HTI
6286,1369,IND
6287,1369,KAZ
6288,1369,KEN
6289,1369,MOZ
6290,1369,MMR
6291,1369,NGA
6292,1369,PRY
6293,1369,PER
6294,1369,SLB
6295,1369,ZAF
6296,1369,KOR
6297,1369,LKA
6298,1369,UGA
6299,1369,URY
6300,1370,GBR
6301,1371,GBR
6302,1372,EGY
6303,1372,ITA
6304,1372,GBR
6305,1374,GBR
6306,1375,AUT
6307,1375,BEL
6308,1375,BGR
6309,1375,HRV
6310,1375,CYP
6311,1375,CZE
6312,1375,DNK
6313,1375,EST
6314,1375,FIN
6315,1375,FRA
6316,1375,DEU
6317,1375,GRC
6318,1375,HUN
6319,1375,IRL
6320,1375,ITA
6321,1375,LVA
6322,1375,LTU
6323,1375,LUX
6324,1375,MLT
6325,1375,NLD
6326,1375,POL
6327,1375,PRT
6328,1375,ROU
6329,1375,SVK
6330,1375,SVN
6331,1375,ESP
6332,1375,SWE
6333,1377,GBR
6334,1377,AUT
6335,1377,BEL
6336,1377,BGR
6337,1377,HRV
6338,1377,CYP
6339,1377,CZE
6340,1377,DNK
6341,1377,EST
6342,1377,FIN
6343,1377,FRA
6344,1377,DEU
6345,1377,GRC
6346,1377,HUN
6347,1377,IRL
6348,1377,ITA
6349,1377,LVA
6350,1377,LTU
6351,1377,LUX
6352,1377,MLT
6353,1377,NLD
6354,1377,POL
6355,1377,PRT
6356,1377,ROU
6357,1377,SVK
6358,1377,SVN
6359,1377,ESP
6360,1377,SWE
6361,1377,USA
6362,1377,CAN
6363,1377,CHN
6364,1377,IND
6365,1377,BRA
6366,1377,RUS
6367,1378,GBR
6368,1378,USA
6369,1378,AUS
6370,1379,AGO
6371,1379,BHS
6372,1379,CAN
6373,1379,GBR
6374,1379,NAM
6375,1379,ZAF
6376,1379,USA
6377,1381,GBR
6378,1381,USA
6379,1381,IND
6380,1381,CHN
6381,1381,DEU
6382,1381,ISL
6383,1381,AUS
6384,1381,CAN
6385,1381,CZE
6386,1381,HUN
6387,1381,LTU
6388,1381,POL
6389,1381,SVK
6390,1381,SVN
6391,1381,BEL
6392,1381,FIN
6393,1381,IRL
6394,1381,NLD
6395,1381,ESP
6396,1381,CHE
6397,1381,ARE
6398,1381,FRA
6399,1381,ITA
6400,1381,QAT
6401,1382,GBR
6402,1383,GBR
6403,1385,GBR
6404,1385,FIN
6405,1385,CHN
6406,1385,DEU
6407,1385,ITA
6408,1385,NOR
6409,1385,FRA
6410,1385,BGR
6411,1385,DNK
6412,1386,GBR
6413,1386,USA
6414,1388,ITA
6415,1388,NLD
6416,1388,NZL
6417,1388,USA
6418,1388,JPN
6419,1389,GBR
6420,1389,USA
6421,1389,QAT
6422,1389,LBN
6423,1390,GBR
6424,1391,GBR
6425,1392,GBR
6426,1394,GBR
6427,1394,USA
6428,1396,GBR
6429,1396,AUS
6430,1396,TWN
6431,1396,CHN
6432,1397,GBR
6433,1398,GBR
6434,1399,GBR
6435,1399,TUR
6436,1400,GBR
6437,1401,IRQ
6438,1401,IRN
6439,1401,SYR
6440,1402,USA
6441,1402,AUT
6442,1402,BEL
6443,1402,BGR
6444,1402,HRV
6445,1402,CYP
6446,1402,CZE
6447,1402,DNK
6448,1402,EST
6449,1402,FIN
6450,1402,FRA
6451,1402,DEU
6452,1402,GRC
6453,1402,HUN
6454,1402,IRL
6455,1402,ITA
6456,1402,LVA
6457,1402,LTU
6458,1402,LUX
6459,1402,MLT
6460,1402,NLD
6461,1402,POL
6462,1402,PRT
6463,1402,ROU
6464,1402,SVK
6465,1402,SVN
6466,1402,ESP
6467,1402,SWE
6468,1402,ISL
6469,1402,LIE
6470,1402,NOR
6471,1402,GBR
6472,1402,ARG
6473,1402,AUS
6474,1402,BRA
6475,1402,CAN
6476,1402,CHL
6477,1402,CHN
6478,1402,COL
6479,1402,ISR
6480,1402,JPN
6481,1402,KOR
6482,1402,MYS
6483,1402,MEX
6484,1402,NZL
6485,1402,RUS
6486,1402,ZAF
6487,1402,TUR
6488,1402,UKR
6489,1403,GBR
6490,1404,GBR
6491,1404,AUT
6492,1404,BEL
6493,1404,BGR
6494,1404,HRV
6495,1404,CYP
6496,1404,CZE
6497,1404,DNK
6498,1404,EST
6499,1404,FIN
6500,1404,FRA
6501,1404,DEU
6502,1404,GRC
6503,1404,HUN
6504,1404,IRL
6505,1404,ITA
6506,1404,LVA
6507,1404,LTU
6508,1404,LUX
6509,1404,MLT
6510,1404,NLD
6511,1404,POL
6512,1404,PRT
6513,1404,ROU
6514,1404,SVK
6515,1404,SVN
6516,1404,ESP
6517,1404,SWE
6518,1404,AUS
6519,1404,IND
6520,1404,CAN
6521,1404,CHE
6522,1404,TWN
6523,1404,USA
6524,1404,KOR
6525,1404,ZAF
6526,1405,GBR
6527,1405,AUT
6528,1405,BEL
6529,1405,BGR
6530,1405,HRV
6531,1405,CYP
6532,1405,CZE
6533,1405,DNK
6534,1405,EST
6535,1405,FIN
6536,1405,FRA
6537,1405,DEU
6538,1405,GRC
6539,1405,HUN
6540,1405,IRL
6541,1405,ITA
6542,1405,LVA
6543,1405,LTU
6544,1405,LUX
6545,1405,MLT
6546,1405,NLD
6547,1405,POL
6548,1405,PRT
6549,1405,ROU
6550,1405,SVK
6551,1405,SVN
6552,1405,ESP
6553,1405,SWE
6554,1406,GBR
6555,1406,NOR
6556,1406,RUS
6557,1407,GBR
6558,1407,NLD
6559,1407,ARE
6560,1407,IRL
6561,1407,FRA
6562,1407,DEU
6563,1407,ARG
6564,1407,AUS
6565,1408,GBR
6566,1408,AUT
6567,1408,BEL
6568,1408,BGR
6569,1408,HRV
6570,1408,CYP
6571,1408,CZE
6572,1408,DNK
6573,1408,EST
6574,1408,FIN
6575,1408,FRA
6576,1408,DEU
6577,1408,GRC
6578,1408,HUN
6579,1408,IRL
6580,1408,ITA
6581,1408,LVA
6582,1408,LTU
6583,1408,LUX
6584,1408,MLT
6585,1408,NLD
6586,1408,POL
6587,1408,PRT
6588,1408,ROU
6589,1408,SVK
6590,1408,SVN
6591,1408,ESP
6592,1408,SWE
6593,1409,GBR
6594,1411,GBR
6595,1412,GBR
6596,1413,GBR
6597,1413,USA
6598,1413,CAN
6599,1413,JPN
6600,1413,NZL
6601,1413,AUS
6602,1413,SAU
6603,1414,AUS
6604,1414,AUT
6605,1414,BEL
6606,1414,CAN
6607,1414,CHN
6608,1414,GBR
6609,1414,FRA
6610,1414,DEU
6611,1414,HKG
6612,1414,HUN
6613,1414,IRL
6614,1414,ITA
6615,1414,JPN
6616,1414,NLD
6617,1414,POL
6618,1414,PRT
6619,1414,SVN
6620,1414,SWE
6621,1414,CHE
6622,1414,TUR
6623,1417,GBR
6624,1418,GBR
6625,1419,FRA
6626,1419,NLD
6627,1419,THA
6628,1420,GBR
6629,1422,GBR
6630,1422,USA
6631,1427,RWA
6632,1427,TZA
6633,1427,IND
6634,1429,GBR
6635,1431,GBR
6636,1431,USA
6637,1433,GBR
6638,1433,CHN
6639,1435,GBR
6640,1437,GBR
6641,1437,KOR
6642,1437,IRL
6643,1437,FRA
6644,1437,BEL
6645,1437,SWE
6646,1437,NLD
6647,1437,ROU
6648,1437,CHN
6649,1437,IND
6650,1437,CAN
6651,1439,GBR
6652,1440,NGA
6653,1441,ROU
6654,1441,BRA
6655,1441,ITA
6656,1441,POL
6657,1441,GBR
6658,1441,DEU
6659,1441,JPN
6660,1441,CHN
6661,1442,GBR
6662,1443,GBR
6663,1444,GBR
6664,1446,GBR
6665,1446,TZA
6666,1446,EGY
6667,1446,TUR
6668,1447,GBR
6669,1448,AUS
6670,1448,GBR
6671,1449,GBR
6672,1452,GBR
6673,1452,CAN
6674,1453,GBR
6675,1453,AUS
6676,1454,IND
6677,1454,VNM
6678,1455,IND
6679,1456,GBR
6680,1457,GBR
6681,1459,CHN
6682,1459,NPL
6683,1459,IND
6684,1459,CAN
6685,1460,AUT
6686,1460,BEL
6687,1460,BGR
6688,1460,HRV
6689,1460,CYP
6690,1460,CZE
6691,1460,DNK
6692,1460,GBR
6693,1460,EST
6694,1460,FIN
6695,1460,FRA
6696,1460,DEU
6697,1460,GRC
6698,1460,HUN
6699,1460,IRL
6700,1460,ITA
6701,1460,LVA
6702,1460,LTU
6703,1460,LUX
6704,1460,MLT
6705,1460,NLD
6706,1460,POL
6707,1460,PRT
6708,1460,ROU
6709,1460,SVK
6710,1460,SVN
6711,1460,ESP
6712,1460,SWE
6713,1462,GBR
6714,1462,ESP
6715,1463,GBR
6716,1464,GBR
6717,1465,GBR
6718,1465,QAT
6719,1465,AUS
6720,1465,USA
6721,1466,GBR
6722,1468,USA
6723,1470,GBR
6724,1470,USA
6725,1470,MYS
6726,1470,SGP
6727,1470,DEU
6728,1473,USA
6729,1473,GBR
6730,1473,FRA
6731,1475,GBR
6732,1475,USA
6733,1475,AUT
6734,1475,CAN
6735,1475,FIN
6736,1475,FRA
6737,1475,DEU
6738,1475,IRL
6739,1475,ITA
6740,1475,NOR
6741,1475,SGP
6742,1475,SWE
6743,1475,CHE
6744,1475,AUS
6745,1475,NZL
6746,1475,CHN
6747,1475,NLD
6748,1475,DNK
6749,1475,BRA
6750,1476,GBR
6751,1478,GBR
6752,1480,COD
6753,1480,CAF
6754,1480,CIV
6755,1480,GIN
6756,1480,BRA
6757,1480,PRT
6758,1480,DEU
6759,1480,USA
6760,1481,GBR
6761,1482,GBR
6762,1482,FRA
6763,1482,CHE
6764,1483,GBR
6765,1483,GGY
6766,1486,ERI
6767,1487,GBR
6768,1488,GBR
6769,1489,GBR
6770,1490,BEL
6771,1490,GBR
6772,1490,FRA
6773,1490,DEU
6774,1490,NLD
6775,1491,GBR
6776,1492,GBR
6777,1493,GRC
6778,1493,FRA
6779,1493,CYP
6780,1493,DEU
6781,1493,AUT
6782,1493,ROU
6783,1493,BEL
6784,1495,KEN
6785,1495,TUN
6786,1495,MAR
6787,1495,ZAF
6788,1495,PHL
6789,1495,LBR
6790,1495,GBR
6791,1495,CHE
6792,1495,BGD
6793,1495,NPL
6794,1496,GBR
6795,1496,ITA
6796,1496,TWN
6797,1496,DEU
6798,1498,GBR
6799,1499,GBR
6800,1499,USA
6801,1499,AUS
6802,1500,AUT
6803,1500,BEL
6804,1500,BGR
6805,1500,HRV
6806,1500,CYP
6807,1500,CZE
6808,1500,DNK
6809,1500,EST
6810,1500,FIN
6811,1500,FRA
6812,1500,DEU
6813,1500,GRC
6814,1500,HUN
6815,1500,IRL
6816,1500,ITA
6817,1500,LVA
6818,1500,LTU
6819,1500,LUX
6820,1500,MLT
6821,1500,NLD
6822,1500,POL
6823,1500,PRT
6824,1500,ROU
6825,1500,SVK
6826,1500,SVN
6827,1500,ESP
6828,1500,SWE
6829,1502,AFG
6830,1502,AGO
6831,1502,ALB
6832,1502,DZA
6833,1502,AND
6834,1502,ATG
6835,1502,ARG
6836,1502,ARM
6837,1502,AUS
6838,1502,AUT
6839,1502,AZE
6840,1502,BHS
6841,1502,BHR
6842,1502,BGD
6843,1502,BRB
6844,1502,BLR
6845,1502,BEL
6846,1502,BLZ
6847,1502,BEN
6848,1502,BTN
6849,1502,BOL
6850,1502,BIH
6851,1502,BWA
6852,1502,BRA
6853,1502,BRN
6854,1502,BGR
6855,1502,BFA
6856,1502,KHM
6857,1502,CMR
6858,1502,CAN
6859,1502,CPV
6860,1502,CAF
6861,1502,TCD
6862,1502,CHL
6863,1502,CHN
6864,1502,COL
6865,1502,COM
6866,1502,COG
6867,1502,CRI
6868,1502,HRV
6869,1502,CUB
6870,1502,CYP
6871,1502,CZE
6872,1502,CIV
6873,1502,PRK
6874,1502,COD
6875,1502,DNK
6876,1502,DJI
6877,1502,DMA
6878,1502,DOM
6879,1502,ECU
6880,1502,EGY
6881,1502,SLV
6882,1502,GNQ
6883,1502,ERI
6884,1502,EST
6885,1502,ETH
6886,1502,FJI
6887,1502,FIN
6888,1502,FRA
6889,1502,GAB
6890,1502,GMB
6891,1502,GEO
6892,1502,DEU
6893,1502,GHA
6894,1502,GRC
6895,1502,GRD
6896,1502,GTM
6897,1502,GIN
6898,1502,GNB
6899,1502,GUY
6900,1502,HTI
6901,1502,VAT
6902,1502,HND
6903,1502,HUN
6904,1502,ISL
6905,1502,IND
6906,1502,IDN
6907,1502,IRN
6908,1502,IRQ
6909,1502,IRL
6910,1502,ISR
6911,1502,ITA
6912,1502,JAM
6913,1502,JPN
6914,1502,JOR
6915,1502,KAZ
6916,1502,KEN
6917,1502,KIR
6918,1502,KWT
6919,1502,KGZ
6920,1502,LAO
6921,1502,LVA
6922,1502,LBN
6923,1502,LSO
6924,1502,LBR
6925,1502,LBY
6926,1502,LIE
6927,1502,LTU
6928,1502,LUX
6929,1502,MDG
6930,1502,MWI
6931,1502,MYS
6932,1502,MDV
6933,1502,MLI
6934,1502,MLT
6935,1502,MHL
6936,1502,MRT
6937,1502,MUS
6938,1502,MEX
6939,1502,FSM
6940,1502,MDA
6941,1502,MNG
6942,1502,MNE
6943,1502,MAR
6944,1502,MOZ
6945,1502,MMR
6946,1502,NAM
6947,1502,NRU
6948,1502,NPL
6949,1502,NLD
6950,1502,NZL
6951,1502,NIC
6952,1502,NER
6953,1502,NGA
6954,1502,NIU
6955,1502,MKD
6956,1502,NOR
6957,1502,OMN
6958,1502,PAK
6959,1502,PLW
6960,1502,PAN
6961,1502,PNG
6962,1502,PRY
6963,1502,PER
6964,1502,PHL
6965,1502,POL
6966,1502,PRT
6967,1502,QAT
6968,1502,KOR
6969,1502,ROU
6970,1502,RUS
6971,1502,RWA
6972,1502,KNA
6973,1502,LCA
6974,1502,VCT
6975,1502,WSM
6976,1502,SMR
6977,1502,STP
6978,1502,SAU
6979,1502,SEN
6980,1502,SRB
6981,1502,SYC
6982,1502,SLE
6983,1502,SGP
6984,1502,SVK
6985,1502,SVN
6986,1502,SLB
6987,1502,SOM
6988,1502,ZAF
6989,1502,SSD
6990,1502,ESP
6991,1502,LKA
6992,1502,SDN
6993,1502,SUR
6994,1502,SWZ
6995,1502,SWE
6996,1502,CHE
6997,1502,SYR
6998,1502,TWN
6999,1502,TJK
7000,1502,TZA
7001,1502,THA
7002,1502,TLS
7003,1502,TGO
7004,1502,TON
7005,1502,TTO
7006,1502,TUN
7007,1502,TUR
7008,1502,TKM
7009,1502,TUV
7010,1502,UGA
7011,1502,UKR
7012,1502,ARE
7013,1502,GBR
7014,1502,USA
7015,1502,URY
7016,1502,UZB
7017,1502,VUT
7018,1502,VEN
7019,1502,VNM
7020,1502,YEM
7021,1502,ZMB
7022,1502,ZWE
7023,1503,GBR
7024,1503,BIH
7025,1507,GBR
7026,1507,BEL
7027,1507,BRA
7028,1507,FRA
7029,1508,GBR
7030,1509,GBR
7031,1509,AUS
7032,1509,ROU
7033,1510,PHL
7034,1510,NPL
7035,1510,BTN
7036,1510,BGD
7037,1510,CIV
7038,1510,MDG
7039,1510,KHM
7040,1510,IND
7041,1510,PAK
7042,1510,TZA
7043,1512,GBR
7044,1512,JPN
7045,1513,GBR
7046,1514,GBR
7047,1515,GBR
7048,1516,GBR
7049,1517,CHN
7050,1517,GBR
7051,1520,GBR
7052,1520,AUS
7053,1520,NZL
7054,1520,CAN
7055,1520,USA
7056,1521,GBR
7057,1522,GBR
7058,1524,GBR
7059,1524,DEU
7060,1525,GBR
7061,1525,IRL
7062,1526,GBR
7063,1526,UGA
7064,1526,GMB
7065,1526,ZAF
7066,1526,MWI
7067,1526,NLD
7068,1526,ITA
7069,1526,FRA
7070,1527,IND
7071,1529,GBR
7072,1529,FRA
7073,1529,AUT
7074,1529,DNK
7075,1529,DEU
7076,1529,ITA
7077,1529,ESP
7078,1531,GBR
7079,1533,KEN
7080,1533,UGA
7081,1533,ZMB
7082,1533,NGA
7083,1533,GHA
7084,1533,NAM
7085,1533,ETH
7086,1533,LSO
7087,1533,MOZ
7088,1533,RWA
7089,1533,MDG
7090,1533,MLI
7091,1533,TZA
7092,1534,GBR
7093,1534,AUT
7094,1534,DNK
7095,1534,ITA
7096,1534,POL
7097,1534,BEL
7098,1534,BGR
7099,1534,HRV
7100,1534,CYP
7101,1534,CZE
7102,1534,EST
7103,1534,FIN
7104,1534,FRA
7105,1534,DEU
7106,1534,GRC
7107,1534,HUN
7108,1534,IRL
7109,1534,LVA
7110,1534,LTU
7111,1534,LUX
7112,1534,MLT
7113,1534,NLD
7114,1534,PRT
7115,1534,ROU
7116,1534,SVK
7117,1534,SVN
7118,1534,ESP
7119,1534,SWE
7120,1535,NPL
7121,1538,GBR
7122,1538,MWI
7123,1538,KEN
7124,1538,SOM
7125,1538,ZAF
7126,1538,MOZ
7127,1538,SYC
7128,1538,BGD
7129,1539,GBR
7130,1540,DEU
7131,1540,FRA
7132,1540,TUR
7133,1540,USA
7134,1540,BRA
7135,1540,CHN
7136,1540,IND
7137,1540,CHL
7138,1540,ESP
7139,1540,AUS
7140,1540,MEX
7141,1540,RUS
7142,1540,JPN
7143,1540,CAN
7144,1540,GBR
7145,1540,ITA
7146,1541,GBR
7147,1541,JOR
7148,1541,CHE
7149,1541,BEL
7150,1541,FIN
7151,1541,FRA
7152,1541,ITA
7153,1541,POL
7154,1541,NLD
7155,1544,CHN
7156,1545,GBR
7157,1546,GBR
7158,1547,GBR
7159,1547,USA
7160,1547,AUT
7161,1547,BEL
7162,1547,BGR
7163,1547,HRV
7164,1547,CYP
7165,1547,CZE
7166,1547,DNK
7167,1547,EST
7168,1547,FIN
7169,1547,FRA
7170,1547,DEU
7171,1547,GRC
7172,1547,HUN
7173,1547,IRL
7174,1547,ITA
7175,1547,LVA
7176,1547,LTU
7177,1547,LUX
7178,1547,MLT
7179,1547,NLD
7180,1547,POL
7181,1547,PRT
7182,1547,ROU
7183,1547,SVK
7184,1547,SVN
7185,1547,ESP
7186,1547,SWE
7187,1549,GBR
7188,1551,GBR
7189,1552,GBR
7190,1553,GBR
7191,1553,CAN
7192,1553,AUS
7193,1554,GBR
7194,1554,NLD
7195,1554,CHE
7196,1555,GBR
7197,1556,GBR
7198,1557,GBR
7199,1557,TUR
7200,1557,SVN
7201,1557,ITA
7202,1558,GBR
7203,1558,AUT
7204,1558,BEL
7205,1558,BGR
7206,1558,HRV
7207,1558,CYP
7208,1558,CZE
7209,1558,DNK
7210,1558,EST
7211,1558,FIN
7212,1558,FRA
7213,1558,DEU
7214,1558,GRC
7215,1558,HUN
7216,1558,IRL
7217,1558,ITA
7218,1558,LVA
7219,1558,LTU
7220,1558,LUX
7221,1558,MLT
7222,1558,NLD
7223,1558,POL
7224,1558,PRT
7225,1558,ROU
7226,1558,SVK
7227,1558,SVN
7228,1558,ESP
7229,1558,SWE
7230,1559,GBR
7231,1559,IRL
7232,1560,GBR
7233,1561,GBR
7234,1562,GBR
7235,1562,USA
7236,1563,GBR
7237,1563,USA
7238,1564,GBR
7239,1564,AUS
7240,1564,PSE
7241,1564,HKG
7242,1564,USA
7243,1565,GBR
7244,1565,USA
7245,1565,CHN
7246,1566,GBR
7247,1568,GBR
7248,1568,DEU
7249,1568,FRA
7250,1568,ESP
7251,1570,GBR
7252,1571,GBR
7253,1572,GBR
7254,1573,GBR
7255,1574,ZAF
7256,1574,KAZ
7257,1574,PAK
7258,1574,UGA
7259,1574,MMR
7260,1574,SSD
7261,1574,KEN
7262,1574,RWA
7263,1574,SLE
7264,1574,LBN
7265,1574,NPL
7266,1575,KEN
7267,1575,SSD
7268,1575,MMR
7269,1575,PAK
7270,1575,ZAF
7271,1575,UGA
7272,1576,GBR
7273,1576,CHN
7274,1577,AUT
7275,1577,BEL
7276,1577,BGR
7277,1577,HRV
7278,1577,CYP
7279,1577,CZE
7280,1577,DNK
7281,1577,EST
7282,1577,FIN
7283,1577,FRA
7284,1577,DEU
7285,1577,HUN
7286,1577,IRL
7287,1577,ITA
7288,1577,LVA
7289,1577,LTU
7290,1577,LUX
7291,1577,MLT
7292,1577,NLD
7293,1577,POL
7294,1577,PRT
7295,1577,ROU
7296,1577,SVK
7297,1577,SVN
7298,1577,ESP
7299,1577,SWE
7300,1578,GBR
7301,1579,GBR
7302,1581,GBR
7303,1582,GBR
7304,1583,GBR
7305,1585,GBR
7306,1585,ESP
7307,1585,CHN
7308,1586,GBR
7309,1586,NPL
7310,1586,IND
7311,1586,IDN
7312,1586,UZB
7313,1586,GEO
7314,1586,MNG
7315,1586,KGZ
7316,1586,MDA
7317,1587,GBR
7318,1588,GBR
7319,1588,NOR
7320,1588,SWE
7321,1588,DEU
7322,1588,IRL
7323,1588,USA
7324,1588,SGP
7325,1588,NLD
7326,1588,FIN
7327,1588,ISL
7328,1588,AUS
7329,1588,CHE
7330,1588,ITA
7331,1588,SVN
7332,1588,UKR
7333,1588,GRC
7334,1588,POL
7335,1588,HUN
7336,1588,ISR
7337,1588,SDN
7338,1588,CHN
7339,1591,GBR
7340,1591,USA
7341,1592,GBR
7342,1596,GBR
7343,1596,MLT
7344,1596,IND
7345,1597,GBR
7346,1597,NLD
7347,1597,FIN
7348,1597,DEU
7349,1597,CYP
7350,1597,CHE
7351,1598,GBR
7352,1598,FIN
7353,1598,NLD
7354,1598,USA
7355,1599,GBR
7356,1600,GBR
7357,1601,AUT
7358,1601,BEL
7359,1601,BGR
7360,1601,HRV
7361,1601,CYP
7362,1601,CZE
7363,1601,DNK
7364,1601,EST
7365,1601,FIN
7366,1601,FRA
7367,1601,DEU
7368,1601,GRC
7369,1601,HUN
7370,1601,IRL
7371,1601,ITA
7372,1601,LVA
7373,1601,LTU
7374,1601,LUX
7375,1601,MLT
7376,1601,NLD
7377,1601,POL
7378,1601,PRT
7379,1601,ROU
7380,1601,SVK
7381,1601,SVN
7382,1601,ESP
7383,1601,SWE
7384,1602,GBR
7385,1602,PRT
7386,1602,IND
7387,1602,AUS
7388,1602,MEX
7389,1602,WSM
7390,1602,JPN
7391,1602,CHN
7392,1602,USA
7393,1602,ZAF
7394,1602,PER
7395,1602,MYS
7396,1603,GBR
7397,1603,USA
7398,1605,GBR
7399,1606,VNM
7400,1606,SWZ
7401,1606,ZWE
7402,1607,TZA
7403,1607,GMB
7404,1608,KHM
7405,1608,MMR
7406,1608,THA
7407,1608,VNM
7408,1608,LAO
7409,1608,CHN
7410,1609,SEN
7411,1609,NER
7412,1609,MLI
7413,1609,YEM
7414,1609,BFA
7415,1609,RWA
7416,1609,UGA
7417,1609,BDI
7418,1609,TZA
7419,1609,MWI
7420,1610,GBR
7421,1611,GBR
7422,1612,GBR
7423,1613,GBR
7424,1615,GBR
7425,1616,GBR
7426,1617,ITA
7427,1617,BLR
7428,1617,UKR
7429,1617,CZE
7430,1617,POL
7431,1617,ARM
7432,1617,LTU
7433,1619,GBR
7434,1620,GBR
7435,1620,CAN
7436,1621,IND
7437,1621,CHN
7438,1621,GBR
7439,1621,USA
7440,1622,GBR
7441,1622,USA
7442,1622,CAN
7443,1622,PRT
7444,1622,AUS
7445,1623,AUT
7446,1623,BEL
7447,1623,BGR
7448,1623,HRV
7449,1623,CYP
7450,1623,CZE
7451,1623,DNK
7452,1623,EST
7453,1623,FIN
7454,1623,FRA
7455,1623,DEU
7456,1623,GRC
7457,1623,HUN
7458,1623,IRL
7459,1623,ITA
7460,1623,LVA
7461,1623,LTU
7462,1623,LUX
7463,1623,MLT
7464,1623,NLD
7465,1623,POL
7466,1623,PRT
7467,1623,ROU
7468,1623,SVK
7469,1623,SVN
7470,1623,ESP
7471,1623,SWE
7472,1623,NAM
7473,1623,MUS
7474,1623,GBR
7475,1623,ZAF
7476,1624,GBR
7477,1624,USA
7478,1624,AUT
7479,1624,BEL
7480,1624,BGR
7481,1624,HRV
7482,1624,CYP
7483,1624,CZE
7484,1624,DNK
7485,1624,EST
7486,1624,FIN
7487,1624,FRA
7488,1624,DEU
7489,1624,GRC
7490,1624,HUN
7491,1624,IRL
7492,1624,ITA
7493,1624,LVA
7494,1624,LTU
7495,1624,LUX
7496,1624,MLT
7497,1624,NLD
7498,1624,POL
7499,1624,PRT
7500,1624,ROU
7501,1624,SVK
7502,1624,SVN
7503,1624,ESP
7504,1624,SWE
7505,1625,GBR
7506,1625,DEU
7507,1625,POL
7508,1625,ESP
7509,1626,GBR
7510,1626,USA
7511,1628,GBR
7512,1628,AUS
7513,1628,CAN
7514,1628,USA
7515,1629,GBR
7516,1630,GBR
7517,1630,MLT
7518,1630,MUS
7519,1630,ZAF
7520,1630,USA
7521,1630,CAN
7522,1630,NZL
7523,1631,GBR
7524,1631,CHN
7525,1631,HKG
7526,1631,AUT
7527,1631,BEL
7528,1631,BGR
7529,1631,HRV
7530,1631,CYP
7531,1631,CZE
7532,1631,DNK
7533,1631,EST
7534,1631,FIN
7535,1631,FRA
7536,1631,DEU
7537,1631,GRC
7538,1631,HUN
7539,1631,IRL
7540,1631,ITA
7541,1631,LVA
7542,1631,LTU
7543,1631,LUX
7544,1631,MLT
7545,1631,NLD
7546,1631,POL
7547,1631,PRT
7548,1631,ROU
7549,1631,SVK
7550,1631,SVN
7551,1631,ESP
7552,1631,SWE
7553,1631,USA
7554,1634,GBR
7555,1635,GBR
7556,1635,USA
7557,1635,IND
7558,1636,GBR
7559,1636,MYS
7560,1636,SGP
7561,1640,AUT
7562,1640,BEL
7563,1640,BGR
7564,1640,HRV
7565,1640,CYP
7566,1640,CZE
7567,1640,DNK
7568,1640,EST
7569,1640,FIN
7570,1640,FRA
7571,1640,DEU
7572,1640,GRC
7573,1640,HUN
7574,1640,IRL
7575,1640,ITA
7576,1640,LVA
7577,1640,LTU
7578,1640,LUX
7579,1640,MLT
7580,1640,NLD
7581,1640,POL
7582,1640,PRT
7583,1640,ROU
7584,1640,SVK
7585,1640,SVN
7586,1640,ESP
7587,1640,SWE
7588,1640,GBR
7589,1640,USA
7590,1640,JPN
7591,1641,GBR
7592,1642,GBR
7593,1644,GBR
7594,1644,BEL
7595,1645,GBR
7596,1646,GBR
7597,1648,GBR
7598,1649,ETH
7599,1650,MLI
7600,1651,GBR
7601,1652,GBR
7602,1653,AUS
7603,1653,MUS
7604,1653,NZL
7605,1653,GBR
7606,1653,USA
7607,1654,BFA
7608,1654,TZA
7609,1654,ZMB
7610,1655,GBR
7611,1655,ISL
7612,1655,DNK
7613,1656,PAN
7614,1657,GBR
7615,1657,SWE
7616,1658,MOZ
7617,1661,GBR
7618,1662,GBR
7619,1663,GBR
7620,1663,BRA
7621,1663,RWA
7622,1665,IND
7623,1665,GBR
7624,1665,ZAF
7625,1665,KEN
7626,1666,CAN
7627,1666,UGA
7628,1666,AUT
7629,1666,GBR
7630,1666,COL
7631,1666,IRL
7632,1666,HUN
7633,1666,FIN
7634,1666,FRA
7635,1666,PRT
7636,1666,AUS
7637,1666,ARE
7638,1666,ESP
7639,1666,NLD
7640,1667,GBR
7641,1669,GBR
7642,1671,GBR
7643,1672,GBR
7644,1673,MEX
7645,1673,BRA
7646,1673,VEN
7647,1673,CHN
7648,1673,GTM
7649,1673,HND
7650,1673,NIC
7651,1673,PAN
7652,1673,CRI
7653,1673,BLZ
7654,1673,SLV
7655,1673,TUR
7656,1673,MYS
7657,1673,GRC
7658,1673,AUS
7659,1673,NZL
7660,1673,IND
7661,1673,PHL
7662,1673,ZAF
7663,1673,RUS
7664,1673,NGA
7665,1673,POL
7666,1675,CUB
