id,ukprn,postcode,ics_id,uoa
73,10007159,SR,acee75c2-a004-41d8-b1ab-6539d2fdba59,32
74,10007144,E,0b44de58-6b72-46db-b8f7-a7deedb64dde,18
75,10007158,SO,82f400e7-a782-4e32-b9c7-65acd98b0d26,8
76,10007807,BT,cc8c5369-343d-4238-ad8c-c94d5d6c4bd2,34
77,10007807,BT,e719ce9c-79c9-4630-9b0f-7c83f0eb5fd5,34
78,10007852,DD,51533bcb-1259-4e2d-8b20-7fc97ca3aea4,32
79,10007158,SO,bc492faf-c647-49d6-8823-856357ec91c3,9
80,10007786,BS,66a299d1-025f-4949-a466-6e30478023ac,31
81,10007152,LU,b257ceca-c133-4bb7-9a5c-394f1223ed10,27
82,10007794,G,c79429f4-6681-4bfe-a99c-6ba66dc75e76,1
83,10007788,CB,10ef4159-0909-48d1-9b3f-406c71c85e97,1
84,10007796,LE,5c6ed1f9-399e-4a8e-817e-f54ddca594db,19
85,10007151,LN,034093db-799d-4994-a26f-ed4391bdce3a,27
86,10006842,L,0d54d8d3-edde-4456-ade6-4b816fa20a4d,12
87,10007789,NR,fd40a4bd-5735-43d8-9976-3dfecb18114c,5
88,10005343,BT,dcf316cc-2925-4a1f-9658-64499c339a82,10
89,10004930,OX,54a26ffe-7a12-4e66-bb68-a1f2e35ae05e,33
90,10007788,CB,32b3fc45-7b52-453a-9e87-174be984ef7b,33
91,10007788,CB,3cde462c-74cb-44c7-b60b-73ab3139d955,30
92,10006841,BL,bfc8c081-b972-485d-a9d3-6eab0cefd6ca,32
93,10003645,WC,191e0e4f-9522-4adb-afb2-7b8fdea78164,5
94,10007143,DH,b2be1a2b-eaf7-410d-b37f-3ae7cc7922b7,9
95,10007148,HD,a1483589-8654-4882-9c20-fd7ea428b399,17
96,10004048,N,d2ae9358-f1ca-4fdb-9db2-f67e923f0fc2,32
97,10007788,CB,cbb82082-5a2c-40be-a26d-059a483573d2,27
98,10006566,W,9647567e-7bc1-4211-9a4c-91828c57b344,12
99,10007793,CF,50651d08-7946-4aac-b25e-523707b728d6,20
100,10007857,LL,adc2f565-f3f3-4eed-8374-13a2f1132ec0,26
101,10007775,E,2c7280d1-899c-449b-9667-07c9f58d512a,18
102,10007141,PR,4847f97b-9913-4ebb-82ec-1cdd8f6ea6ea,34
103,10007158,SO,c37837a7-b8e3-4709-a4e3-5b6413e11532,1
104,10001478,EC,99bcdcd0-0a31-470a-aa23-9b5853b7dc45,11
105,10004180,M,defb2569-8a65-45e6-8852-b3ef6b857db1,32
106,10007792,EX,83bbd8a0-1ea8-48b1-8668-78b5115afe46,27
107,10007799,NE,adcff1c6-5631-426f-88d9-c53239752e4c,4
108,10007157,S,e5fe80d2-1622-4109-8816-cd4ea9c8996e,17
109,10004180,M,78814c74-a20a-4998-adbe-27cdeb2d4b0a,32
110,10005343,BT,c289709d-00ad-4063-8b47-a82361a5085d,3
111,10007814,CF,ce98917b-b941-4243-b358-fb18b25e43e5,11
112,10007783,AB,7b9846d5-68b5-45ff-a961-f46a7040c047,4
113,10007805,G,114454de-86b5-44ff-be3c-1dc14ef27c4c,8
114,10007805,G,981f2299-3638-409a-8a9f-e80395b6da90,3
115,10001478,EC,45f72870-cc98-4631-876e-56688e26c7b2,19
116,10040812,TF,78e8f6d9-d52a-470e-9f81-11f93d7343b8,6
117,10007794,G,9cbe7ae6-f59b-4b04-bdd7-a9afaee10f93,1
118,10007775,E,26ddef5e-a2e5-4457-a8ef-780dbcde1e5a,8
119,10007798,M,22e8995b-b07f-4118-af45-3373d67b2ada,5
120,10007798,M,407180c5-2c92-4c3b-9a4b-63b0eaefd871,4
121,10001883,LE,6ee45471-fb24-4d7d-a678-779fa2b16760,27
122,10007814,CF,9a2b1fdb-ca64-4a59-8e16-949f1a4e8704,3
123,10007814,CF,94926fc6-279c-4956-aad2-c5081bb564f4,4
124,10007784,WC,387247a9-632a-4eb5-8f10-0d70f5761d2f,13
125,10005343,BT,4e78f46e-f6c2-4af9-be71-96787c7115be,3
126,10007794,G,d0bea122-b0d4-419d-b751-27f1368fb314,1
127,10003270,SW,1fe83a6f-2e49-44e3-b7bf-0a823b32c267,10
128,10007814,CF,bd1ae131-2066-4d0e-bb5c-10da8da9accc,4
129,10007785,BD,513c2e7f-d3e2-4c1c-aa8d-d464be831a36,12
130,10007814,CF,8a33d50d-b4a7-4cae-8e08-9858822e608a,17
131,10007775,E,d5fbd9e2-c053-426f-949f-fa1ceac5fabb,5
132,10003678,KT,e2f1d6f4-5979-4faa-82c5-7d4ae8b418f9,12
133,10007149,HU,176d8575-398b-4ae2-8bdf-ac0e12c79021,14
134,10007795,LS,24a378d5-cd2e-44e9-aa5b-5a6364b2056e,1
135,10007802,RG,5cf0eeff-f082-4b17-b7d9-d74e317f5cd6,3
136,10007856,SY,91ef06b4-80ba-4ac2-833d-8375f53911f8,6
137,10007784,WC,6f279a0d-d2f4-49c7-83f1-3c245f25efdc,4
138,10007788,CB,67fc5803-a446-4f9a-802a-01c4bd11d3ec,4
139,10007814,CF,00012743-f42d-4f84-85cb-50340db92428,33
140,10007762,G,5e249374-aade-4127-b5bc-4e5ea8996dea,3
141,10007784,WC,c825b2b8-6bf2-4a8e-b598-aeb1c127ac75,10
142,10007145,GL,a210df71-70c3-4a6e-93b4-4320437e3ece,23
143,10007165,W,607d5cd6-8b98-4f72-a12d-b8d127714ad9,11
144,10001883,LE,663920cc-a146-4053-88af-9e3f753352b0,3
145,10004063,WC,d87b067b-405a-4de2-9628-43c634c31070,22A
146,10001478,EC,99501bc0-8a9e-49e6-bdbb-ccceb9370f38,10
147,10004078,SE,ab0b8736-a30c-4aa6-82d9-82a7acb58648,13
148,10007814,CF,2265b62b-b772-497c-845a-9dc881333c10,5
149,10007768,LA,acf48714-b559-41b4-9567-6c7ee6eac503,10
150,10000961,UB,c9acc693-9f69-4953-aba3-80fb8840efe1,11
151,10007158,SO,62d76d32-d82a-4baf-95a2-0ea46340e035,5
152,10007801,PL,a8149b37-5c55-4945-bf5f-95ba79fd5fa3,12
153,10007145,GL,9bdfb437-22f1-4134-9104-aca3e007fde3,17
154,10006840,B,4ef2561e-aa36-4b18-8894-abb1f0d394f0,9
155,10007792,EX,38b023b7-53fd-429a-8769-6ffa8bf4c62a,1
156,10007773,MK,f50552df-7cbf-4fdb-8a17-6aeb5d1a9798,9
157,10007790,EH,c9997a17-c3f8-45bf-a5cc-72732c93fe09,1
158,10007790,EH,4eec3a35-0a47-4c02-90e5-b62e7da95141,4
159,10007790,EH,cce9b8c4-b966-44c5-9164-a3ea75e2f50f,6
160,10007783,AB,0c0036d0-5365-4e05-99c8-67464bcd7a00,2
161,10007783,AB,88cc49e3-0988-4cff-b693-0888a6bceee5,2
162,10007849,DD,492e40e6-a66a-4096-b64e-151011977692,32
163,10007772,EH,50f99e53-dbd5-4412-b388-5c6153dfa686,3
164,10007774,OX,32ef336d-b633-4d71-8398-a7ee3b99d519,18
165,10007774,OX,2885972f-52e8-4fd9-ad48-bfa7ff48def9,16
166,10004180,M,dca41c27-21d3-4932-bb72-cb43a89ea9b1,20
167,10007807,BT,0a5b643c-665d-4ff7-831c-e4251c624cca,20
168,10007774,OX,351a190a-d979-4eff-985d-612c7a5c5187,9
169,10007784,WC,161319b3-c835-413e-b796-87ddd14e6e11,5
170,10007163,CV,fad34a07-6a5f-440a-9f78-f72fb5ef9f9d,1
171,10007790,EH,18998470-002e-4ab1-9828-40b5bb7d1ecc,9
172,10007137,PO,e13294bb-f3b7-45e6-9718-8fce8e16bd03,27
173,10007789,NR,4cbd9054-d0a0-4563-8c1c-1ecfcb78dc80,3
174,10007792,EX,acf019c7-b442-4f20-8072-5dd0b4a32dc5,14
175,10007805,G,74983007-609b-4d67-a741-2ae40849e858,8
176,10007768,LA,547c0426-db7d-4c91-91bf-e7420ae5a181,17
177,10007795,LS,8437bee3-2fc9-4564-8e85-5fbf073ecf99,8
178,10007795,LS,b52508f7-5257-45f9-b627-babafd80cadc,12
179,10007784,WC,221aea2e-7d38-4f62-8f1e-2645cc139d4c,4
180,10004113,LE,3b4a8324-bc29-47b0-ad90-fe51b70fd80c,10
181,10007814,CF,0b0d8ef0-3ce1-4ab5-90d5-bf76b08a5777,14
182,10007163,CV,ad3bc693-1cad-4b32-a662-f51c5d44d570,12
183,10007784,WC,369c8d3a-3200-4e59-81d1-e288560689ff,3
184,10007784,WC,0a927cf8-c14f-49d1-879a-9de87839b9a5,1
185,10007140,B,52a42e12-dd1f-4728-9539-81c9acbb057f,17
186,10005343,BT,037907b1-89f6-4d68-916f-bc7a8d489550,12
187,10006842,L,d75381c5-dcc7-4fac-b8b1-4594e7cf02cd,9
188,10007158,SO,10c676e9-7039-4efe-9ff7-c8adb0931a44,12
189,10007775,E,d598b7e0-2833-471b-aa96-2ee84d8e5e80,18
190,10007798,M,f6571138-0844-4a32-8992-127e12b3e422,1
191,10002718,SE,8446d661-8c01-443c-8d98-67d1ab2309f8,4
192,10006841,BL,7d9b7b53-1e72-4514-8fba-8189e500f85c,27
193,10007790,EH,480666df-f7af-46e0-b650-7386e0ef0762,13
194,10001883,LE,bca4dacf-8633-4f45-bb31-1ab65b65cfd6,17
195,10007774,OX,d80cdd73-d65b-4378-9ab1-7e6b2cbc33d7,9
196,10007795,LS,313e31f0-21e5-429a-9482-0c8b84a9efb7,12
197,10004113,LE,94c69c5d-cb2d-4887-97d3-a9cb4c6ba5e0,14
198,10007143,DH,8ace7d86-9add-45ab-bd56-3f11f88ae2c7,15
199,10007760,WC,d03b0656-1392-43d9-ad68-996cf919e893,18
200,10004930,OX,09fb579d-8c02-430e-bf90-20d4464bd694,28
201,10007157,S,b63b762b-6b4b-4c1a-9cc5-0177be28a35b,17
202,10007143,DH,b447512a-c5f7-4a50-b779-d8f2951f59af,21
203,10007786,BS,542e76f9-6242-4b3e-ac9c-0335cf65c01f,20
204,10006842,L,71222532-5346-425f-8588-566ed07d8897,14
205,10007802,RG,441ba9b5-6524-486f-9bff-d99a595f095f,17
206,10007801,PL,ed505edf-aca3-478a-9279-477d22edb193,13
207,10007804,FK,9a457ada-19ab-4bc6-a9a5-43c86d3ef691,3
208,10004078,SE,2ac3a540-e67a-4efc-8e63-90e5df01d14c,13
209,10007775,E,133d8432-5d29-4bb8-a285-46b3d5830e8c,12
210,10007775,E,a0ef2d4e-de99-4946-80e5-0215eb3a919e,2
211,10007774,OX,a25af221-0172-4f08-a237-4c38d3a36722,22A
212,10004180,M,8ac1ad2c-582c-40b8-ad2c-8c3b1eae4a26,24
213,10004351,NW,5bee68c5-b7fe-4499-8bb6-8337d638f041,32
214,10007776,SW,ae47b520-15e0-4c9f-bc4b-83c82846d781,21
215,10007832,B,d83933ab-94cc-4ecc-bb15-ce8b060fb925,24
216,10007832,B,d625f8ae-47e3-46c2-9034-d7322edd7dc8,23
217,10003861,LS,95d45541-e934-43ac-b088-917bf5fc822b,20
218,10007774,OX,b694d2da-27e3-4a08-bfa5-ef12a6fdef6f,10
219,10007788,CB,0c00c5c0-748f-4904-a30e-9b298efa8180,13
220,10007792,EX,2b067ecd-a947-4494-b075-7d0bbc737d6e,23
221,10007164,BS,0a9f686a-5911-409d-b279-68fb4fd9b984,13
222,10004113,LE,205008ec-6d2e-4246-9719-b5086cf4affa,14
223,10007160,GU,84735840-b03c-4310-885b-222196dcb401,17
224,10007154,NG,b862d945-df48-44f8-87c7-0b2f9802b5ef,29
225,10007851,DE,06324c52-f450-428f-ba67-688742c68362,12
226,10000385,BH,0359fa2f-bf14-472f-8ddb-f026bf602745,33
227,10014001,IP,b0b695da-b7b7-4b8c-8c8f-57c5ee5a5e5d,20
228,10007114,IV,4a475656-c641-4f5f-9227-812bd75c8bb2,26
229,10007773,MK,e39e501a-2da7-41df-884a-b7e949f020d2,14
230,10005343,BT,e257a74b-f88e-406d-8abe-66bbb11d2daf,17
231,10007803,KY,1ccec531-e298-4e55-9640-4c8f1237d673,17
232,10006299,ST,39439e88-bc86-4be5-bdbe-0d9ced1e96e3,34
233,10007848,CH,23ec0e2b-437d-4110-b6b5-1f2bd511710f,20
234,10007793,CF,e0e5be06-e81c-41b1-b968-166f10bc1bf2,3
235,10007779,NW,6b30a42f-7989-49bd-afb2-191c0c78cd60,6
236,10007852,DD,ee11c59c-bd57-4da7-9200-f50fab360a72,3
237,10007790,EH,903261ed-6c39-4976-be4c-2d73f1454fa6,17
238,10003645,WC,18489c39-f492-4c91-bb7e-a86ed0597800,23
239,10006842,L,a5e56b36-a690-4c01-a536-a1d4b67ea080,2
240,10007774,OX,5c0a6d23-6451-45ba-9f90-32503f09f824,21
241,10001883,LE,eef78d31-d466-45b6-8661-75ee67319d2e,17
242,10004113,LE,e1379459-727c-4a04-8c7b-c8236feca1b3,23
243,10007776,SW,24fea85a-c9c2-47dc-add1-181e06d02098,31
244,10003678,KT,9c5c4e62-d78f-4eac-b1b3-5313634487ee,3
245,10007852,DD,fc5a0383-5596-4d16-b255-302ef2d3706c,17
246,10007798,M,a9954760-b02a-491a-a024-7ebdc7d3134d,17
247,10007157,S,97fa3ad4-614f-4fb1-af88-d5e2c80818f0,1
248,10007852,DD,bd24750b-a87a-482b-89e3-fc96ae61d227,5
249,10007852,DD,6acbc63f-eb39-467f-93bc-8d2fe9fd3fb7,5
250,10007790,EH,75df16ab-c1d4-466d-97d0-ea6c196b68d2,10
251,10007163,CV,8e4d1774-7d96-4402-94e0-dc163b713823,5
252,10007768,LA,a0040115-5bf2-4b65-85fa-3b10ba308624,10
253,10003645,WC,756eebe6-793e-4f0e-9b95-a49e9585d288,12
254,10007857,LL,d54c7e46-dee1-4228-8382-38f25f4e5b90,7
255,10007783,AB,75fc426d-5585-40c3-ba60-621598d339bc,26
256,10007143,DH,7fca809c-8ab3-4c82-a29e-a06f2b0f27d6,11
257,10007796,LE,d66a6c67-20b9-4ec3-a269-992e17d5128f,12
258,10007794,G,f16caa88-c2c4-4f66-b404-c7222ced29ed,12
259,10007163,CV,831c3947-bc02-4f65-bbf8-b82d8ea06d6b,12
260,10007166,WV,c8f3a9ed-e119-4c21-a2bc-8ed27a881a04,12
261,10007767,ST,3de76632-2b24-46bf-9db0-b52ffdeede47,10
262,10007775,E,626164ee-4a62-436f-9ae9-11eadc1a3457,10
263,10007790,EH,ab71b7e7-118e-4ecd-a956-e5d38dd9c3c9,12
264,10007795,LS,53bca173-4dd2-4212-b637-ca418dfc8ff9,12
265,10007855,SA,290ea45a-5dc3-492c-9b70-27d4bc3478ca,12
266,10007759,B,6b93cbc5-44f9-4efb-b142-6977794ddd54,12
267,10007850,BA,fb5ed207-f4cb-4c88-b64e-6dcb8215fcb6,3
268,10007856,SY,5188f69d-b401-4835-83f5-042833eefac8,10
269,10007857,LL,24627bf9-11b2-4237-925d-9b4cd7a001e4,12
270,10007792,EX,a623f49a-a090-4916-a6c6-864f2303fac6,4
271,10007767,ST,f213fa7b-814b-4668-9315-12547149d2d1,12
272,10007795,LS,f8baf068-381c-4b0c-a79c-df49f0cc49c7,14
273,10007773,MK,aa6867fc-3f98-4390-90fe-87194117f25f,20
274,10007784,WC,bbd371e1-2cff-43d5-a514-06906b3bc7d1,1
275,10007791,CO,f20bc85f-ccc3-4e9b-aede-bd930a0ea335,28
276,10007796,LE,ec619079-bd1b-4baa-93bf-cd62c41455bb,34B
277,10007160,GU,00c32e67-b950-4eb1-a961-a4c87e88546f,12
278,10007154,NG,95fb8a74-9057-4bc9-8b64-29b474a04e22,16
279,10007804,FK,e1d084e9-d73e-49bb-8182-8e456efc92ae,20
280,10003678,KT,38946c34-cbda-40af-99ab-6a5877ff63ac,19
281,10007805,G,0b2e93a7-75cb-429c-8b51-48d14200ce97,17
282,10007799,NE,fd081a2c-f8e0-4852-88b4-dff233e88348,34
283,10007784,WC,d3101cee-b7e9-4766-9e27-c29bd2514188,23
284,10007800,PA,d8bfcaf7-dd12-4f58-96af-c33bba44e519,12
285,10007788,CB,295a14c8-8355-4753-8ebd-6328b82ec274,10
286,10007784,WC,d9043b4d-a032-4c0b-aefd-41ab4170fe4c,2
287,10007794,G,2228f191-f860-40c6-84be-1b413afd6fbe,28
288,10007774,OX,dd684804-ec82-4f81-bd82-e1ab0868d060,17
289,10007796,LE,8b838f91-6942-4be3-b332-9335c621ecaf,34B
290,10007801,PL,cfc008aa-c6cc-473b-b249-9cc421eb8bb4,3
291,10004351,NW,db607026-4ab6-4cad-a14c-9b78b95b6f56,33
292,10007158,SO,0b76321a-896f-4a4a-8233-1ce3282238c2,4
293,10007150,CT,3d1facd9-1385-411c-ac38-d928d2680549,14
294,10007773,MK,b336ecbc-b504-4b87-93df-4eaeff4d4467,3
295,10005553,TW,40cca831-719a-422a-946e-a50bc5825923,14
296,10007165,W,01daa501-bb7b-45ba-9156-2c02b8b59294,34
297,10005553,TW,ac3803fe-3946-4054-bd67-cc02b705711e,28
298,10007767,ST,fc164761-ee79-43ee-8937-a4a87969b0cb,12
299,10004113,LE,b3205bd3-aa18-42c3-95c1-e55562aea241,24
300,10003645,WC,f2ce8fbe-f2cc-4963-8a9d-717fa04b07f1,1
301,10003861,LS,ac42f1c1-0592-4264-82a4-775611423d3f,24
302,10007150,CT,5caea99d-2680-492f-8f9f-742cc96e1f76,11
303,10007801,PL,f4f3f77e-c7f9-4c14-9c43-781481b82113,7
304,10007158,SO,0f3e5ca4-1e57-4e1b-ba99-dc89c89333f2,12
305,10007148,HD,21f76f73-a242-44c8-b18f-126289fe85f2,17
306,10007150,CT,6a2b099f-a7c7-4286-b8a3-94cd4466e4f2,5
307,10007158,SO,21733bc5-7e0e-435c-b3b2-00d219f68105,3
308,10007814,CF,a034abdb-bfdc-4855-9d73-68b7edaf87d3,12
309,10007160,GU,e6cf82ae-109e-433c-947c-f575575a9fc6,10
310,10007165,W,ec64a7e0-fd8c-4e50-aa08-f8b6d353ffd0,34
311,10000163,BH,0f547158-32ae-4d70-9d20-05aa0f3ee7ff,3
312,10005553,TW,99325556-7ff4-426f-ad61-8bafafaa3b2a,28
313,10007150,CT,5143f31c-cab8-4fb9-afee-3629e88890e2,11
314,10007794,G,c16206c9-225e-4e54-9212-8d9f48b505dc,26A
315,10007154,NG,7f18329c-d5bf-494b-bfef-8fa517786cfe,17
316,10007786,BS,026bf8f8-1a72-448a-84b5-4cfe69af262e,33
317,10003645,WC,82b95c0e-8d5d-42cf-a90b-c43a417908a3,21
318,10007798,M,d9c3f02e-6e8d-4409-a404-70dc9d1915f9,1
319,10007160,GU,67ee4868-98c1-4fc5-bc6b-0afbca7c9758,12
320,10007165,W,3cf468f0-fde8-4a19-a19d-5ede72158dce,32
321,10007814,CF,799c0cc0-3455-42b3-8cd3-885ab1e51618,28
322,10007166,WV,a6feac11-7025-4c30-86df-08a29ee224a8,34
323,10007167,YO,64892106-ae69-4472-984c-94e28cf4d984,7
324,10002718,SE,a28989d5-1aea-4026-9568-3254f2c287d2,34A
325,10004930,OX,ff067bcf-b61f-402f-8df3-31ff19504fae,32
326,10007795,LS,4fa5e200-1628-4873-834b-fc1342a632a4,7
327,10007786,BS,c5cb45da-3c59-45f0-812c-98df2e9fd742,8
328,10007807,BT,8f90e1d0-b2f2-4b7b-91a0-d172e4f839f4,12
329,10007798,M,3efc4268-8755-4dd6-b9dc-05439170edb0,7
330,10007788,CB,fe533e1f-d846-4014-85be-e3c1e98ac198,19
331,10007786,BS,70fa1336-cd2f-4a32-8f33-577957c958f7,26
332,10001883,LE,37224b21-d899-45e8-985c-69efd69ade07,18
333,10007805,G,aebe8a8d-26b9-40b3-85a8-a4e2713ac4a7,27
334,10006022,SO,da28410d-7a3f-4ff6-b515-11dc721c28f5,34
335,10007794,G,f2c463db-0337-416e-b6cf-2959aac5b61f,7
336,10007150,CT,16dec713-dc43-4133-9965-97412f169633,28
337,10007798,M,88a8eac6-7b78-4ad7-91f9-c912b81f8e2d,21
338,10007163,CV,da3b066a-d2b1-4738-ba0c-85b86427d987,27
339,10007767,ST,4bf7d714-f10a-48b1-b915-42a5a248a6b6,20
340,10007158,SO,9529704f-63c7-4713-8e9d-d85499ae2d8a,1
341,10007158,SO,7258378a-a1ff-4ee4-84c8-bd3655a067ed,28
342,10007780,WC,a060be77-b5c1-42a3-b0e1-e489f2b0050b,22B
343,10002718,SE,3aa9dcc3-6344-4235-9858-f3c1e1228c6f,11
344,10007788,CB,06c86fde-0d35-4385-994b-9787ec9d7839,27
345,10003645,WC,43cb5fd0-dbe4-485e-b799-50eca9cbc30d,11
346,10006842,L,2286f37d-89c8-4986-aaea-2296101fe6a4,11
347,10007774,OX,911191cd-84dc-48b9-bf43-89ede77fb17b,30
348,10007151,LN,6399af09-1465-4629-bd02-f46b90077dc6,11
349,10003270,SW,50a009c5-51b8-47fa-9e54-e207b61b6a25,14
350,10000975,HP,d4bf445a-d773-4651-afb9-612465bd7e43,24
351,10007788,CB,7ca386cd-9fda-4020-b9da-f45080bcc50b,4
352,10006840,B,994031e9-e0ab-4d3d-9f80-3b7ff3dac644,26
353,10007794,G,cc8b1b07-3716-4ae6-9d1c-314fb9213b9d,11
354,10007775,E,08a73df0-11b1-4809-8222-87355d388bb0,26B
355,10007769,NW,e8f5d845-d251-4551-90a2-07233feeb2cd,17
356,10000975,HP,b41b0a09-606d-46c1-934c-6f6582508f11,32
357,10005343,BT,202dff7f-067b-452e-8f8d-8d398a51a568,28
358,10007803,KY,bad570d0-09ac-4fa4-8722-362ef8ce20fc,7
359,10005553,TW,db18e3ad-e419-49c7-b388-658f71c94a0a,14
360,10007163,CV,723d9308-8731-4198-8695-8e06accf5e39,19
361,10007159,SR,ae9edf02-bf69-4c4a-a524-00f0b6b939e5,34
362,10007143,DH,b7366a90-d5f7-497d-86f3-8c3eaef6076c,4
363,10007783,AB,5436e701-845e-4b51-ba9f-4e05e675a0ec,1
364,10007158,SO,a65b3302-2441-414a-bb7b-cb2309a96cef,26
365,10007802,RG,ca2cf9df-904f-44d5-92fe-876f7d680a0f,27
366,10007857,LL,af34882f-b25d-4acf-a204-7be1555cf556,7
367,10000961,UB,ec2210ae-a43a-4cb1-a8c7-67af4d8a52a5,12
