id,ics_table_id,funder
3159,1513,"Department for Environment, Food and Rural Affairs"
3160,1513,British Academy
3161,1514,ESRC
3162,1515,National Institute for Health Research 
3163,1516,Rowsell Wright Limited
3164,1516,University of Huddersfield
3165,1516,The Highways Agency
3166,1516,Engineering and Physical Sciences Research Council
3167,1517,Charter Housing Association Ltd
3168,1517,HEFCW
3169,1520,Healthcare Quality Improvement Programme
3170,1520,National Institute for Health Research (NIHR)
3171,1521,Big Lottery Fund
3172,1522,"Scottish Office: Agriculture, Environment and Fisheries Dept"
3173,1522,Scottish Funding Council
3174,1522,DEFRA
3175,1523,Commercial
3176,1524,Chartered Institute of Library and Information Professionals
3177,1524,European Commission
3178,1525,AHRC
3179,1525,Big Lottery Fund via Barnardo’s
3180,1525,British Academy
3181,1525,"The Executive Office, NI"
3182,1525,Royal Irish Academy
3183,1525,The National Trust
3184,1526,University of Birmingham
3185,1526,Meningitis Research Foundation
3186,1526,Bill & Melinda Gates Foundation
3187,1526,National Institute for Health Research
3188,1526,Meningitis UK
3189,1526,"National Vaccine Program Office, United States Department of Health and Human Services"
3190,1526,Thrasher Research Fund
3191,1526,EDCTP
3192,1526,Medical Research Council
3193,1527,NERC
3194,1527,The British Academy
3195,1528,Innovative Medicines Initiative
3196,1528,European Commission
3197,1528,BBSRC
3198,1528,EPSRC
3199,1528,BBSRC
3200,1529,Health Foundation
3201,1529,NIHR GSTT BRC
3202,1529,Healthcare Quality Improvement Partnership
3203,1529,European Commission  2020
3204,1529,Dunhill Medical Trust
3205,1529,Royal College of Physicians
3206,1529,Stroke Association
3207,1529,Department of Health
3208,1529,British Heart Foundation
3209,1529,NIHR
3210,1531,Arts Council England
3211,1531, Paul Hamlyn Foundation
3212,1531, Arts Council England
3213,1531, Arts Council England
3214,1531, Arts Council England
3215,1531, Esmée Fairbairn Foundation
3216,1532,Scottish Government
3217,1532,ESRC (Economic and Social Research Council)
3218,1532,Scottish Enterprise
3219,1532,Scottish Funding Council SFC
3220,1532,Highlands & Islands Enterprise HIE
3221,1532,Skills Development Scotland Co Ltd
3222,1533,NERC
3223,1534,European Commission
3224,1535,Royal Society of Chemistry
3225,1538,Wellspring Advisors LLC
3226,1539,Procter & Gamble
3227,1539,UK Government
3228,1539,Engineering & Physical Sciences Research Council
3229,1539,European Union
3230,1539,Durham University
3231,1540,European Regional Development Fund
3232,1540,ONE-North East
3233,1541,European Commission
3234,1541,European Commission
3235,1544,Leverhulme Trust
3236,1544,British Academy
3237,1544,British Academy
3238,1544,ESRC
3239,1544,Scottish Enterprise
3240,1544,ESRC
3241,1544,European Science Foundation
3242,1544,HFSP
3243,1544,Leverhulme
3244,1545,"Chief Scientist’s Office, Scottish Government"
3245,1545,British Heart Foundation
3246,1545,Edinburgh and Lothian’s Health Foundation Trust and the Heart Diseases Research Fund
3247,1546,Biotechnology and Biological Sciences Research Council
3248,1546,Innovate-UK
3249,1546,Innovate-UK
3250,1547,Medical Research Council
3251,1549,Health Foundation
3252,1550,Medical Research Council
3253,1550,UK Food Standards Agency 
3254,1551,Scottish Universities Insight Institute
3255,1553,Department of Education and Skills
3256,1554,EUROPEAN COMMISSION
3257,1555,European Commission
3258,1556,Leverhulme Trust
3259,1556,Wellcome Trust
3260,1557,European Commission
3261,1558,BBSRC
3262,1558,NERC
3263,1558,ERDF
3264,1559,European Commission (via WEFO)
3265,1559,European Commissions
3266,1560,"G3.1) Department for Education, UK"
3267,1560,"G3.2) Department for Education, UK"
3268,1560,G3.3) BookTrust 
3269,1560,"G3.4) Department for Education, UK"
3270,1561,EPSRC
3271,1561,EPSRC
3272,1561,EPSRC
3273,1561,European Commission
3274,1561,EPSRC
3275,1561,EPSRC
3276,1561,EPSRC
3277,1563,Cascade Technologies Ltd
3278,1563,NERC
3279,1563,AWE Technical Outreach Programme
3280,1565,European Commission
3281,1566,UK Defence Science and Technology Laboratory (DSTL)
3282,1567,EPSRC (Engineering and Physical Sciences Research Council)
3283,1568,Welsh Government
3284,1569,Airports Commission
3285,1569,HM Revenue and Customs
3286,1569,Tourism Respect
3287,1570,Engineering and Physical Sciences Research Council
3288,1570,Innovate UK
3289,1571,National Decommissioning Centre (NDC)
3290,1572,Innovate UK 
3291,1573,John Templeton Foundation
3292,1573,Leverhulme Trust
3293,1574,UKRI Global Challenge Research Fund Network Plus Grant
3294,1574,UNICEF Research Consortium on Education and Peacebuilding (RECEP).
3295,1574,UNICEF East & Southern Africa Regional Office (ESARO)
3296,1574,Economic & Social Research Council (ESRC)
3297,1574,United Nations Children's Fund (UNICEF)
3298,1574,United Nations Children's Fund (UNICEF)
3299,1574,United Nations Children's Fund (UNICEF)
3300,1575,"UNICEF Eastern and Southern Africa Regional Office, Nairobi"
3301,1575,UNICEF
3302,1575,AHRC
3303,1576,ESRC
3304,1576,ESRC
3305,1576,Nuffield Foundation
3306,1576,ESRC
3307,1576,DfID
3308,1576,ESRC
3309,1576,DfID
3310,1577,European Trade Union Committee for Education (ETUCE)
3311,1577,European Commission
3312,1577,Education International
3313,1578,British Academy / Leverhulme
3314,1578,A2Dominion
3315,1579,Education Endowment Foundation
3316,1580,EPSRC
3317,1581,South West Water
3318,1581, Environment Agency
3319,1581, Exmoor National Park Authority
3320,1581, Natural England
3321,1581, NERC
3322,1581, Innovate UK
3323,1582,ESRC
3324,1583,Nuffield Foundation
3325,1585,EPSRC
3326,1586,Bill and Melinda Gates Foundation
3327,1586,EU Innovative Medicines Initiative
3328,1586,Innovate UK
3329,1586,GAVI
3330,1586,National Institute for Public Health
3331,1586,Pfizer
3332,1586,Pneumo ADIP
3333,1587,Big Lottery Fund
3334,1587,Sheepdrove Trust
3335,1587,Bringing Hope
3336,1587,Public Health Northamptonshire
3337,1587,Conservation Foundation
3338,1587,Kairos WWT
3339,1587,Lloyds TSB
3340,1588,MQ Mental Health Research
3341,1588,National Institute for Health Research (NIHR)
3342,1588,Wellcome Trust
3343,1591,EPSRC
3344,1592,Scottish Funding Council
3345,1592,Cancer Research UK
3346,1592,Innovate UK
3347,1592,European Commission 
3348,1593,Gates Foundation
3349,1594,EPSRC
3350,1594,Dialog Semiconducter
3351,1596,Health Education England
3352,1597,H2020
3353,1597,EPSRC
3354,1598,EU Horizon 2020
3355,1598,EPSRC
3356,1598,UKRI
3357,1599,EPSRC
3358,1599,EPSRC
3359,1599,EPSRC
3360,1600,AHRC (Arts & Humanities Research Council)
3361,1601,EU
3362,1601,EU
3363,1602,European Commission
3364,1603,National Blood Service (NHS Blood & Transplant)
3365,1603,Haemonetics Corporation
3366,1603,National Institute for Health Research (NIHR)
3367,1603,Innovate UK
3368,1605,Medical Research  Foundation
3369,1605,NIHR
3370,1605,MRC
3371,1606,"University of California, San Francisco"
3372,1606,"University of California, San Francisco"
3373,1606,"University of California, San Francisco"
3374,1606,"University of California, San Francisco"
3375,1607,Wellcome Trust
3376,1607,DFID
3377,1607,Bill & Melinda Gates Foundation
3378,1608,Bill and Melinda Gates Foundation
3379,1608,Medical Research Council
3380,1608,Wellcome Trust
3381,1608,World Health Organisation
3382,1608,Department for International Development
3383,1608,National Institute of Allergy and Infectious Diseases
3384,1608,Worldwide Antimalarial Resistance Network
3385,1609,BBSRC ZELS
3386,1609,Bill & Melinda GATES Foundation (University of Georgia)
3387,1609,"WHO, World Health Organisation (Ghent University)"
3388,1609,BBSRC GCRF Impact Acceleration Account Extension Award 2017
3389,1609,Research England Connecting Capability Fund (CCF)
3390,1610,Innovate UK
3391,1611,ESRC
3392,1612,The Health Foundation
3393,1613,DEFRA
3394,1615,"Primary Science Teaching Grant (TAPS1, TAPS2, TAPS3 and PhD studentship)"
3395,1615,Education Endowment Fund and Wellcome Trust (Focus4TAPS)
3396,1616,Engineering and Physical Sciences Research Council
3397,1616,Innovate UK
3398,1616,Innovate UK
3399,1616,Innovate UK
3400,1616,Qatar National Research Fund
3401,1617,Wellcome Trust
3402,1617,UKRI
3403,1617,Medical Research Council
3404,1619,InnovateUK
3405,1620,Arts and Humanities Research Council
3406,1620,Leverhulme Trust
3407,1620,Canadian Social Sciences and Humanities Research Council
3408,1620,King’s College London
3409,1621,"Dawe Charitable Trust, UK"
3410,1621,"Economic and Social Research Council (ESRC), UK"
3411,1621,"Natural Environment Research Council (NERC), UK"
3412,1621,"Lloyds of London, UK"
3413,1621,"Foreign & Commonwealth Office, UK"
3414,1622,"American Water Works Association Research Foundation and Participating Utilities, EPSRC, ESRC, NERC, Defra, Yorkshire Water Services Limited"
3415,1623,Commission of the European Communities
3416,1624,European Commission (FP7)
3417,1625,British Council
3418,1625,Esmée Fairbairn
3419,1625,British Council
3420,1625,British Council
3421,1625,Scottish Government
3422,1625,Scottish Government
3423,1625,Norwegian Grants Fund for Youth Employment
3424,1625,University of Edinburgh
3425,1626,British Council
3426,1626,Economic & Social Research Council 
3427,1628,Innovate UK
3428,1628,Plum Products Ltd
3429,1629,G1: Middlesborough Mind
3430,1629,G2: Girlguiding UK
3431,1630,ESRC
3432,1631,Dominic Scriven OBE
3433,1631,Higher Education Funding Council for England (HEFCE) now Research England
3434,1631,South West Water
3435,1631,The Royal Economic Society
3436,1631,The Committee on Climate Change (CCC)
3437,1631,NERC
3438,1631,National Natural Science Foundation of China (NSFC)
3439,1631,University of Exeter
3440,1631,Chinese University of Hong Kong 
3441,1631,Forestry Commission
3442,1631,DEFRA
3443,1631,University of Cambridge
3444,1631,ESRC
3445,1634,Innovate UK
3446,1635,Research Society for Victorian Periodials RSVP
3447,1635,AHRC (Arts and Humanities Research Council)
3448,1635,Association for Journalism Education
3449,1635,Royal Society of Edinburgh
3450,1635,Carnegie Collaborative Research Grant
3451,1636,Norges Bank
3452,1636,HSBC
3453,1636,Lloyds of London
3454,1636,City of London
3455,1636,World Wide Fund for Nature
3456,1638,Arts Council England (ACE)
3457,1639,National Institute for Health Research
3458,1640,AHRC
3459,1640,ESRC
3460,1640,EPSRC
3461,1641,European Commission
3462,1641,Friends Provident
3463,1642,Innovate UK
3464,1642,Innovate UK
3465,1642,Innovate UK
3466,1642,Innovate UK
3467,1644,Arts Council England
3468,1644,AHRC
3469,1645,European Union Horizon 2020
3470,1645,Green Port Growth Fund
3471,1645,"Ministry for Housing, Communities and Local Governments"
3472,1648,Economic and Social Research Council
3473,1648,Economic and Social Research Council
3474,1649,European Commission
3475,1649,DEFRA
3476,1649,DFID
3477,1650,Economic and Social Research Council
3478,1650,Arts and Humanities Research Council
3479,1650,Economic and Social Research Council - GCRF
3480,1651,AHRC
3481,1651,National Lottery Heritage Fund (HLF SW)
3482,1651, Arts Council England
3483,1652,AHRC
3484,1653,New Zealand Department of Conservation
3485,1653,AXA Research Fund
3486,1653,Maungatautari Ecological Island Trust
3487,1653, Natural Environment Research Council
3488,1653,Taronga Conservation Society Australia
3489,1653,Zoological Society of London
3490,1654,European Union
3491,1655,Economic and Social Research Council (ESRC)
3492,1656,ESRC
3493,1656,British Academy
3494,1657,EPSRC
3495,1657,ESRC
3496,1657,NERC
3497,1657,EPSRC
3498,1657,UK Energy Research Centre
3499,1657,GMCA
3500,1657,BEIS
3501,1657,Uppsala University
3502,1657,ESRC
3503,1658,G1: Department for International Development
3504,1658,G2: Economic and Social Research Council
3505,1658, Department for International Development
3506,1658,G3: Department for International Development
3507,1661,ESRC
3508,1661,ESRC IAA Impact Fund
3509,1662,Arts and Humanities Research Council
3510,1662,British Academy
3511,1663,EPSRC
3512,1663,European Commission
3513,1665,EPSRC
3514,1665,EPSRC
3515,1665,EPSRC
3516,1665,EPSRC
3517,1665,Royal Society
3518,1666,British Academy
3519,1666,European Commission
3520,1666,Education Endowment Foundation
3521,1666,Education Achievement Service
3522,1667,Yorkshire Cancer Research
3523,1668,ESRC 
3524,1668,ENHANCING LEARNING & RESEARCH FOR HUMANITARIAN ASSISTANCE
3525,1669,Engineering and Physical Sciences Research Council
3526,1669,Medical Research Council
3527,1672,British Academy
3528,1673,"Dental Protection, Smile-on/HealthCare Learning, Calcivis, Colgate, GSK, Henry Schein, Johnson & Johnson, Premier, SS White, Denplan and GC"
3529,1673,Colgate Palmolive
3530,1675,Leverhulme Trust
3531,1676,ESRC
3532,1676,McDougall Trust
3533,1677,EPSRC
3534,1679,European Commission
3535,1680,ESRC
3536,1680,The Open Society European Policy Institute / DEMOS
3537,1680,Joseph Rowntree Foundation
3538,1680,Innovate UK
3539,1680,The Open Society European Policy Institute / DEMOS
3540,1680,HEFCE
3541,1681,DEFRA
3542,1681, UKRI
3543,1681, NERC
3544,1682,EPSRC
3545,1682,EPSRC
3546,1682,EPSRC
3547,1682,EPSRC
3548,1682,EPSRC
3549,1682,EPSRC
3550,1682,EPSRC
3551,1683,Economic and Social Research Council
3552,1684,NERC
3553,1684,Willis Research Network
3554,1684,EPSRC
3555,1684,EU FP7
3556,1685,Medical Research Council
3557,1685,European Research Council
3558,1685,Medical Research Council
3559,1687,"British Academy, The"
3560,1687,Cadw
3561,1687,Institute for Field Research
3562,1687,Australia
3563,1687,Australian National University
3564,1687,Individual Delegates
3565,1687,Historic England
3566,1687,"Arts and Humanities Research Council, Then National University"
3567,1687,Individual Delegates
3568,1687,Historic England
3569,1687,"Arts and Humanities Research Council, The"
3570,1688,European Commission
3571,1688,EPSRC
3572,1690,East Midlands Development Agency
3573,1690,Northamptonshire Enterprise Limited
3574,1690,HEA
3575,1690,HEA
3576,1690,Royal Society
3577,1691,European Commission - FP7  
3578,1691,AHRC
3579,1691,Research England
3580,1691,AHRC
3581,1691,"Ministry of Housing, Communities & Local Government"
3582,1691,Innovate UK
3583,1691,Arts Council England
3584,1691,"Ministry of Housing, Communities & Local Government"
3585,1692,Welsh Government
3586,1692,Welsh Government
3587,1692,Welsh Government
3588,1692,Welsh Government
3589,1693,Economic and Social Research Council (ESRC)
3590,1693,Economic and Social Research Council (ESRC)
3591,1694,"National Academies of Sciences, Engineering, and Medicine (US)"
3592,1694,The British Council
3593,1694,Arts Council England
3594,1694,Danish Arts Council
3595,1694,ZKM 
3596,1695,1) ESRC / AHRC / EPSRC joint funding
3597,1695,2) Arts and Humanities Research Council
3598,1695,3) Arts and Humanities Research Council
3599,1695,4) Arts and Humanities Research Council
3600,1696,European Commission
3601,1696,European Commission
3602,1696,Andrew W. Mellon Foundation
3603,1696,European Commission
3604,1696,Office for National Statistics
3605,1696,Australian Department of Defence (Defence Science and Technology Group)
3606,1696,Lumex AS
3607,1698,European Commission
3608,1698,Department for Communities & Local Government
3609,1699,NERC - Natural Environment Research Council
3610,1699,Scottish Government
3611,1699,Department for Business Energy and Industrial Strategy
3612,1700,UK Space Agency
3613,1700,UK Space Agency
3614,1700,UK Space Agency
3615,1700,UK Space Agency
3616,1700,STFC
3617,1700,STFC
3618,1700,SFC
3619,1700,STFC
3620,1700,STFC
3621,1701,IDEXX
3622,1701,Beryl Evetts and Robert Luff Animal Welfare Trust
3623,1702,Bill & Melinda Gates Foundation
3624,1703,Higher Education  Innovation Fund (HEIF)
3625,1703, Engineering and Physical Sciences Research Council (EPSRC)
3626,1703, Rutland County Council
3627,1704,NHS Bradford Districts Clinical Commissioning Group (CCG)
3628,1705,Biotechnology and Biological Sciences Research Council
3629,1705,Economic and Social Research Council
3630,1705,National Health and Medical Research Council
3631,1705,GlaxoSmithKline
3632,1705,Nestle (Switzerland)
3633,1705,Danone (Netherlands)
3634,1705,British Psychological Society
3635,1705,Juvenile Diabetes Research Foundation
3636,1705,Unilever
3637,1706,NERC
3638,1706,Water New South Wales
3639,1706,European Commission H2020
3640,1706,The Leverhulme Trust
3641,1706,NERC
3642,1706,European Commission H2020
3643,1707,British Geological Survey 
3644,1707,UK-India Education and Research Initiative (UKIERI) 
